pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
REACTOME_HDL_MEDIATED_LIPID_TRANSPORT,0.013419949,15,1,APOE,1,0,2
REACTOME_CHYLOMICRON_MEDIATED_LIPID_TRANSPORT,0.014308537,16,1,APOE,1,0,2
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,0.014308537,16,1,PRKCZ,1,0,2
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,0.014359665,205,2,ADRBK1  PRKCQ,1,0,2
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.014760573,208,2,PRKCQ  PRKCZ,1,0,2
BIOCARTA_LAIR_PATHWAY,0.01519637,17,1,SELPLG,1,0,2
BIOCARTA_IGF1MTOR_PATHWAY,0.017855338,20,1,RPS6KB1,1,0,2
BIOCARTA_NDKDYNAMIN_PATHWAY,0.018740153,21,1,PICALM,1,0,2
PID_HEDGEHOG_2PATHWAY,0.019624215,22,1,ADRBK1,1,0,2
BIOCARTA_CTCF_PATHWAY,0.020507525,23,1,RPS6KB1,1,0,2
BIOCARTA_MTOR_PATHWAY,0.020507525,23,1,RPS6KB1,1,0,2
BIOCARTA_RAC1_PATHWAY,0.020507525,23,1,RPS6KB1,1,0,2
BIOCARTA_EIF4_PATHWAY,0.021390083,24,1,RPS6KB1,1,0,2
REACTOME_EFFECTS_OF_PIP2_HYDROLYSIS,0.022271891,25,1,PRKCQ,1,0,2
PID_INSULIN_GLUCOSE_PATHWAY,0.023152947,26,1,PRKCZ,1,0,2
PID_RXR_VDR_PATHWAY,0.023152947,26,1,RPS6KB1,1,0,2
ST_INTERLEUKIN_4_PATHWAY,0.023152947,26,1,RPS6KB1,1,0,2
REACTOME_RECYCLING_PATHWAY_OF_L1,0.024033254,27,1,MSN,1,0,2
PID_IL8CXCR1_PATHWAY,0.024912811,28,1,ADRBK1,1,0,2
REACTOME_LIPOPROTEIN_METABOLISM,0.024912811,28,1,APOE,1,0,2
ST_GAQ_PATHWAY,0.024912811,28,1,ADRBK1,1,0,2
PID_REELINPATHWAY,0.02579162,29,1,MAPT,1,0,2
REACTOME_PKB_MEDIATED_EVENTS,0.02579162,29,1,RPS6KB1,1,0,2
PID_RAS_PATHWAY,0.026669681,30,1,PRKCZ,1,0,2
REACTOME_CA_DEPENDENT_EVENTS,0.026669681,30,1,ADRBK1,1,0,2
PID_NEPHRIN_NEPH1_PATHWAY,0.027546994,31,1,PRKCZ,1,0,2
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE,0.027546994,31,1,PRKCZ,1,0,2
PID_WNT_NONCANONICAL_PATHWAY,0.028423561,32,1,PRKCZ,1,0,2
REACTOME_DAG_AND_IP3_SIGNALING,0.028423561,32,1,ADRBK1,1,0,2
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0.029299381,33,1,MCFD2,1,0,2
PID_HDAC_CLASSII_PATHWAY,0.030174455,34,1,ADRBK1,1,0,2
PID_IL1PATHWAY,0.030174455,34,1,PRKCZ,1,0,2
BIOCARTA_AGR_PATHWAY,0.031922369,36,1,GIT2,1,0,2
REACTOME_IRON_UPTAKE_AND_TRANSPORT,0.031922369,36,1,HMOX2,1,0,2
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,0.031922369,36,1,RPS6KB1,1,0,2
REACTOME_DOWNSTREAM_TCR_SIGNALING,0.03279521,37,1,PRKCQ,1,0,2
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY,0.03279521,37,1,RPS6KB1,1,0,2
BIOCARTA_IL2RB_PATHWAY,0.033667308,38,1,RPS6KB1,1,0,2
PID_AURORA_B_PATHWAY,0.034538663,39,1,PEBP1,1,0,2
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,0.036279147,41,1,HMOX2,1,0,2
PID_ER_NONGENOMIC_PATHWAY,0.036279147,41,1,MSN,1,0,2
REACTOME_NETRIN1_SIGNALING,0.036279147,41,1,PRKCQ,1,0,2
REACTOME_PLC_BETA_MEDIATED_EVENTS,0.038016668,43,1,ADRBK1,1,0,2
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS,0.038884318,44,1,PRKCQ,1,0,2
BIOCARTA_BIOPEPTIDES_PATHWAY,0.03975123,45,1,MAPT,1,0,2
PID_ILK_PATHWAY,0.03975123,45,1,GIT2,1,0,2
BIOCARTA_KERATINOCYTE_PATHWAY,0.040617402,46,1,PRKCQ,1,0,2
PID_A6B1_A6B4_INTEGRIN_PATHWAY,0.040617402,46,1,RPS6KB1,1,0,2
PID_TNFPATHWAY,0.040617402,46,1,PRKCZ,1,0,2
REACTOME_LIPID_DIGESTION_MOBILIZATION_AND_TRANSPORT,0.040617402,46,1,APOE,1,0,2
KEGG_TYPE_II_DIABETES_MELLITUS,0.041482837,47,1,PRKCZ,1,0,2
PID_LKB1_PATHWAY,0.041482837,47,1,MAPT,1,0,2
PID_NFAT_TFPATHWAY,0.041482837,47,1,PRKCQ,1,0,2
PID_CERAMIDE_PATHWAY,0.042347535,48,1,PRKCZ,1,0,2
PID_ANGIOPOIETINRECEPTOR_PATHWAY,0.04407472,50,1,RPS6KB1,1,0,2
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.044937209,51,1,RPS6KB1,1,0,2
KEGG_MTOR_SIGNALING_PATHWAY,0.045798963,52,1,RPS6KB1,1,0,2
PID_KITPATHWAY,0.045798963,52,1,RPS6KB1,1,0,2
PID_CD8TCRPATHWAY,0.046659983,53,1,PRKCQ,1,0,2
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0.046659983,53,1,PICALM,1,0,2
REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE,0.047520268,54,1,ADRBK1,1,0,2
REACTOME_TCR_SIGNALING,0.047520268,54,1,PRKCQ,1,0,2
PID_TGFBRPATHWAY,0.048379821,55,1,RPS6KB1,1,0,2
BIOCARTA_NFAT_PATHWAY,0.049238641,56,1,RPS6KB1,1,0,2
PID_FAK_PATHWAY,0.051810711,59,1,GIT2,1,0,2
KEGG_ACUTE_MYELOID_LEUKEMIA,0.052666606,60,1,RPS6KB1,1,0,2
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.052666606,60,1,PICALM,1,0,2
PID_TRKRPATHWAY,0.054376208,62,1,PRKCZ,1,0,2
PID_ENDOTHELINPATHWAY,0.055229916,63,1,PRKCQ,1,0,2
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0.055229916,63,1,PRKCZ,1,0,2
PID_CD8TCRDOWNSTREAMPATHWAY,0.056935148,65,1,PRKCQ,1,0,2
PID_IL4_2PATHWAY,0.056935148,65,1,RPS6KB1,1,0,2
PID_LYSOPHOSPHOLIPID_PATHWAY,0.057786674,66,1,MAPT,1,0,2
PID_TCR_PATHWAY,0.057786674,66,1,PRKCQ,1,0,2
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,0.058637474,67,1,PRKCQ,1,0,2
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.058637474,67,1,RPS6KB1,1,0,2
PID_TELOMERASEPATHWAY,0.059487548,68,1,RPS6KB1,1,0,2
PID_MTOR_4PATHWAY,0.060336897,69,1,RPS6KB1,1,0,2
PID_P75NTRPATHWAY,0.060336897,69,1,PRKCZ,1,0,2
REACTOME_PI3K_CASCADE,0.062033422,71,1,RPS6KB1,1,0,2
PID_AVB3_INTEGRIN_PATHWAY,0.065417798,75,1,RPS6KB1,1,0,2
REACTOME_OPIOID_SIGNALLING,0.067948507,78,1,ADRBK1,1,0,2
PID_MET_PATHWAY,0.06963205,80,1,PRKCZ,1,0,2
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.070472744,81,1,MCFD2,1,0,2
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.074665463,86,1,RPS6KB1,1,0,2
REACTOME_L1CAM_INTERACTIONS,0.074665463,86,1,MSN,1,0,2
BIOCARTA_MAPK_PATHWAY,0.07550186,87,1,RPS6KB1,1,0,2
KEGG_ERBB_SIGNALING_PATHWAY,0.07550186,87,1,RPS6KB1,1,0,2
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.07550186,87,1,RPS6KB1,1,0,2
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.082167384,95,1,ADRBK1,1,0,2
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.083826658,97,1,RPS6KB1,1,0,2
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR,0.086310259,100,1,ADRBK1,1,0,2
REACTOME_SIGNALING_BY_ERBB2,0.087136713,101,1,ADRBK1,1,0,2
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.092902146,108,1,PRKCQ,1,0,2
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.092902146,108,1,RPS6KB1,1,0,2
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.093722967,109,1,ADRBK1,1,0,2
REACTOME_SIGNALING_BY_FGFR,0.096181221,112,1,ADRBK1,1,0,2
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.098633177,115,1,PRKCQ,1,0,2
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.10107885,118,1,MSN,1,0,2
REACTOME_SIGNALING_BY_PDGF,0.10433,122,1,ADRBK1,1,0,2
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,0.108378321,127,1,ADRBK1,1,0,2
REACTOME_MEMBRANE_TRAFFICKING,0.109992805,129,1,PICALM,1,0,2
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.114016946,134,1,SELPLG,1,0,2
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE,0.116423175,137,1,ADRBK1,1,0,2
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.156396679,188,1,MCFD2,1,0,2
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.177610335,216,1,MSN,1,0,2
REACTOME_SIGNALLING_BY_NGF,0.178358566,217,1,ADRBK1,1,0,2
