pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
REACTOME_PROTEIN_FOLDING,0.093594711,53,1,ACTB,1,0,1
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.095276016,54,1,BCAP31,1,0,1
PID_TGFBRPATHWAY,0.096954287,55,1,YWHAE,1,0,1
KEGG_VIBRIO_CHOLERAE_INFECTION,0.098629528,56,1,ACTB,1,0,1
REACTOME_LOSS_OF_NLP_FROM_MITOTIC_CENTROSOMES,0.10363713,59,1,YWHAE,1,0,1
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.105300308,60,1,YWHAE,1,0,1
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.105300308,60,1,AP1S2,1,0,1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.10861766,62,1,ENO3,1,0,1
PID_TRKRPATHWAY,0.10861766,62,1,DNAJA3,1,0,1
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,0.111923044,64,1,RUVBL1,1,0,1
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES,0.115216501,66,1,YWHAE,1,0,1
PID_TELOMERASEPATHWAY,0.118498073,68,1,YWHAE,1,0,1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.120134415,69,1,PLAT,1,0,1
KEGG_PPAR_SIGNALING_PATHWAY,0.120134415,69,1,SORBS1,1,0,1
PID_P75NTRPATHWAY,0.120134415,69,1,YWHAE,1,0,1
REACTOME_GLUCOSE_METABOLISM,0.120134415,69,1,ENO3,1,0,1
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,0.125025728,72,1,MAPK7,1,0,1
KEGG_VIRAL_MYOCARDITIS,0.126650279,73,1,ACTB,1,0,1
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING,0.128271895,74,1,MAPK7,1,0,1
REACTOME_TELOMERE_MAINTENANCE,0.129890581,75,1,RUVBL1,1,0,1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.131506343,76,1,ACTB,1,0,1
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION,0.133119185,77,1,MAPK7,1,0,1
PID_MYC_ACTIVPATHWAY,0.136336131,79,1,RUVBL1,1,0,1
REACTOME_MITOTIC_G2_G2_M_PHASES,0.139541461,81,1,YWHAE,1,0,1
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.139541461,81,1,YWHAE,1,0,1
PID_REG_GR_PATHWAY,0.141139782,82,1,KRT17,1,0,1
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,0.142735215,83,1,MAPK7,1,0,1
REACTOME_REGULATION_OF_MRNA_STABILITY_BY_PROTEINS_THAT_BIND_AU_RICH_ELEMENTS,0.144327764,84,1,YWHAZ,1,0,1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.145917434,85,1,ACTB,1,0,1
BIOCARTA_MAPK_PATHWAY,0.149088159,87,1,MAPK7,1,0,1
WNT_SIGNALING,0.15224743,89,1,ACTB,1,0,1
KEGG_GAP_JUNCTION,0.153822782,90,1,MAPK7,1,0,1
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.155395286,91,1,AP1S2,1,0,1
KEGG_DILATED_CARDIOMYOPATHY,0.156964947,92,1,ACTB,1,0,1
REACTOME_ACTIVATED_TLR4_SIGNALLING,0.158531769,93,1,MAPK7,1,0,1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.164770773,97,1,WASF3,1,0,1
KEGG_GNRH_SIGNALING_PATHWAY,0.17096476,101,1,MAPK7,1,0,1
REACTOME_SIGNALING_BY_ILS,0.180172023,107,1,YWHAZ,1,0,1
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,0.196794279,118,1,ACTB,1,0,1
REACTOME_TOLL_RECEPTOR_CASCADES,0.196794279,118,1,MAPK7,1,0,1
KEGG_LYSOSOME,0.201270412,121,1,AP1S2,1,0,1
REACTOME_CHROMOSOME_MAINTENANCE,0.202757056,122,1,RUVBL1,1,0,1
REACTOME_RNA_POL_I_RNA_POL_III_AND_MITOCHONDRIAL_TRANSCRIPTION,0.202757056,122,1,GTF3C4,1,0,1
REACTOME_SIGNALING_BY_PDGF,0.202757056,122,1,PLAT,1,0,1
REACTOME_MEMBRANE_TRAFFICKING,0.213088442,129,1,AP1S2,1,0,1
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.217476194,132,1,AP1S2,1,0,1
KEGG_TIGHT_JUNCTION,0.220388128,134,1,ACTB,1,0,1
KEGG_INSULIN_SIGNALING_PATHWAY,0.224736269,137,1,SORBS1,1,0,1
REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE,0.224736269,137,1,MAPK7,1,0,1
REACTOME_APOPTOSIS,0.240478498,148,1,BCAP31,1,0,1
KEGG_WNT_SIGNALING_PATHWAY,0.244717571,151,1,RUVBL1,1,0,1
REACTOME_PEPTIDE_CHAIN_ELONGATION,0.247530822,153,1,EEF1A1,1,0,1
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,0.317199341,205,1,MAPK7,1,0,1
REACTOME_HIV_INFECTION,0.319749546,207,1,AP1S2,1,0,1
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.32102117,208,1,YWHAZ,1,0,1
REACTOME_TRANSCRIPTION,0.323557485,210,1,GTF3C4,1,0,1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.331111243,216,1,ACTB,1,0,1
REACTOME_TRANSLATION,0.338582904,222,1,EEF1A1,1,0,1
REACTOME_METABOLISM_OF_CARBOHYDRATES,0.368850187,247,1,ENO3,1,0,1
