pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
PID_P38GAMMADELTAPATHWAY,0.005487639,11,1,CCND1,1,0,4
BIOCARTA_ARENRF2_PATHWAY,0.006482475,13,1,JUN,1,0,4
BIOCARTA_D4GDI_PATHWAY,0.006482475,13,1,JUN,1,0,4
SA_REG_CASCADE_OF_CYCLIN_EXPR,0.006482475,13,1,CCND1,1,0,4
BIOCARTA_DREAM_PATHWAY,0.006979557,14,1,JUN,1,0,4
BIOCARTA_RANKL_PATHWAY,0.006979557,14,1,FOSL2,1,0,4
KEGG_NON_HOMOLOGOUS_END_JOINING,0.006979557,14,1,PRKDC,1,0,4
PID_TCRJNKPATHWAY,0.006979557,14,1,JUN,1,0,4
BIOCARTA_HIF_PATHWAY,0.007476415,15,1,JUN,1,0,4
SA_G1_AND_S_PHASES,0.007476415,15,1,CCND1,1,0,4
BIOCARTA_CDMAC_PATHWAY,0.007973049,16,1,JUN,1,0,4
BIOCARTA_P53_PATHWAY,0.007973049,16,1,CCND1,1,0,4
PID_DNAPK_PATHWAY,0.007973049,16,1,PRKDC,1,0,4
BIOCARTA_41BB_PATHWAY,0.00846946,17,1,JUN,1,0,4
BIOCARTA_CARDIACEGF_PATHWAY,0.008965647,18,1,JUN,1,0,4
BIOCARTA_ETS_PATHWAY,0.008965647,18,1,JUN,1,0,4
BIOCARTA_NGF_PATHWAY,0.008965647,18,1,JUN,1,0,4
BIOCARTA_EPO_PATHWAY,0.00946161,19,1,JUN,1,0,4
BIOCARTA_ATM_PATHWAY,0.00995735,20,1,JUN,1,0,4
BIOCARTA_CCR5_PATHWAY,0.00995735,20,1,JUN,1,0,4
BIOCARTA_IGF1_PATHWAY,0.010452867,21,1,JUN,1,0,4
BIOCARTA_GCR_PATHWAY,0.010948161,22,1,NR3C1,1,0,4
BIOCARTA_IL2_PATHWAY,0.010948161,22,1,JUN,1,0,4
BIOCARTA_IL6_PATHWAY,0.010948161,22,1,JUN,1,0,4
BIOCARTA_INSULIN_PATHWAY,0.010948161,22,1,JUN,1,0,4
PID_PDGFRAPATHWAY,0.010948161,22,1,JUN,1,0,4
BIOCARTA_CELLCYCLE_PATHWAY,0.011443231,23,1,CCND1,1,0,4
BIOCARTA_GLEEVEC_PATHWAY,0.011443231,23,1,JUN,1,0,4
BIOCARTA_IL12_PATHWAY,0.011443231,23,1,JUN,1,0,4
ST_GA12_PATHWAY,0.011443231,23,1,JUN,1,0,4
BIOCARTA_G2_PATHWAY,0.011938079,24,1,PRKDC,1,0,4
BIOCARTA_NTHI_PATHWAY,0.011938079,24,1,NR3C1,1,0,4
BIOCARTA_TPO_PATHWAY,0.011938079,24,1,JUN,1,0,4
PID_S1P_S1P2_PATHWAY,0.011938079,24,1,JUN,1,0,4
REACTOME_CYTOSOLIC_TRNA_AMINOACYLATION,0.011938079,24,1,SARS,1,0,4
REACTOME_DOUBLE_STRAND_BREAK_REPAIR,0.011938079,24,1,PRKDC,1,0,4
SA_B_CELL_RECEPTOR_COMPLEXES,0.011938079,24,1,JUN,1,0,4
BIOCARTA_STRESS_PATHWAY,0.012432703,25,1,JUN,1,0,4
BIOCARTA_RACCYCD_PATHWAY,0.012927105,26,1,CCND1,1,0,4
BIOCARTA_WNT_PATHWAY,0.012927105,26,1,CCND1,1,0,4
REACTOME_ACTIVATION_OF_GENES_BY_ATF4,0.012927105,26,1,ATF3,1,0,4
BIOCARTA_GSK3_PATHWAY,0.013421284,27,1,CCND1,1,0,4
ST_GRANULE_CELL_SURVIVAL_PATHWAY,0.013421284,27,1,JUN,1,0,4
BIOCARTA_G1_PATHWAY,0.01391524,28,1,CCND1,1,0,4
KEGG_THYROID_CANCER,0.014408974,29,1,CCND1,1,0,4
PID_BARD1PATHWAY,0.014408974,29,1,PRKDC,1,0,4
PID_TCRCALCIUMPATHWAY,0.014408974,29,1,JUN,1,0,4
REACTOME_PERK_REGULATED_GENE_EXPRESSION,0.014408974,29,1,ATF3,1,0,4
ST_TUMOR_NECROSIS_FACTOR_PATHWAY,0.014408974,29,1,JUN,1,0,4
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,0.014902485,30,1,JUN,1,0,4
BIOCARTA_EGF_PATHWAY,0.015395773,31,1,JUN,1,0,4
BIOCARTA_PYK2_PATHWAY,0.015395773,31,1,JUN,1,0,4
PID_AVB3_OPN_PATHWAY,0.015395773,31,1,JUN,1,0,4
PID_CD40_PATHWAY,0.015395773,31,1,JUN,1,0,4
PID_NEPHRIN_NEPH1_PATHWAY,0.015395773,31,1,JUN,1,0,4
BIOCARTA_PDGF_PATHWAY,0.01588884,32,1,JUN,1,0,4
BIOCARTA_IL1R_PATHWAY,0.016381684,33,1,JUN,1,0,4
PID_IL12_STAT4PATHWAY,0.016381684,33,1,JUN,1,0,4
PID_HDAC_CLASSII_PATHWAY,0.016874306,34,1,NR3C1,1,0,4
PID_IL1PATHWAY,0.016874306,34,1,JUN,1,0,4
BIOCARTA_CARM_ER_PATHWAY,0.017366706,35,1,CCND1,1,0,4
PID_PI3KCIAKTPATHWAY,0.017366706,35,1,PRKDC,1,0,4
BIOCARTA_AGR_PATHWAY,0.017858884,36,1,JUN,1,0,4
BIOCARTA_AT1R_PATHWAY,0.017858884,36,1,JUN,1,0,4
PID_PI3KPLCTRKPATHWAY,0.017858884,36,1,CCND1,1,0,4
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION,0.017858884,36,1,NR3C1,1,0,4
BIOCARTA_BCR_PATHWAY,0.01835084,37,1,JUN,1,0,4
BIOCARTA_GPCR_PATHWAY,0.01835084,37,1,JUN,1,0,4
BIOCARTA_MET_PATHWAY,0.01835084,37,1,JUN,1,0,4
BIOCARTA_TOLL_PATHWAY,0.01835084,37,1,JUN,1,0,4
BIOCARTA_INTEGRIN_PATHWAY,0.018842574,38,1,JUN,1,0,4
PID_P38ALPHABETADOWNSTREAMPATHWAY,0.018842574,38,1,JUN,1,0,4
REACTOME_G1_PHASE,0.018842574,38,1,CCND1,1,0,4
PID_ECADHERIN_NASCENTAJ_PATHWAY,0.019334087,39,1,CCND1,1,0,4
PID_RET_PATHWAY,0.019334087,39,1,JUN,1,0,4
PID_FOXM1PATHWAY,0.019825378,40,1,CCND1,1,0,4
ST_JNK_MAPK_PATHWAY,0.019825378,40,1,JUN,1,0,4
BIOCARTA_FCER1_PATHWAY,0.020316447,41,1,JUN,1,0,4
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.020316447,41,1,SARS,1,0,4
KEGG_BLADDER_CANCER,0.020807295,42,1,CCND1,1,0,4
REACTOME_TRNA_AMINOACYLATION,0.020807295,42,1,SARS,1,0,4
PID_ERBB2ERBB3PATHWAY,0.021788327,44,1,JUN,1,0,4
PID_HNF3APATHWAY,0.021788327,44,1,JUN,1,0,4
PID_HNF3BPATHWAY,0.022278511,45,1,NR3C1,1,0,4
PID_RHOA_PATHWAY,0.022278511,45,1,JUN,1,0,4
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS,0.022278511,45,1,JUN,1,0,4
BIOCARTA_KERATINOCYTE_PATHWAY,0.022768475,46,1,JUN,1,0,4
PID_DELTANP63PATHWAY,0.023258217,47,1,FOSL2,1,0,4
PID_IL6_7PATHWAY,0.023258217,47,1,JUN,1,0,4
PID_NFAT_TFPATHWAY,0.023258217,47,1,JUN,1,0,4
BIOCARTA_TCR_PATHWAY,0.024237039,49,1,JUN,1,0,4
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY,0.024237039,49,1,NR3C1,1,0,4
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE,0.024726118,50,1,JUN,1,0,4
KEGG_ENDOMETRIAL_CANCER,0.025703616,52,1,CCND1,1,0,4
REACTOME_CIRCADIAN_CLOCK,0.026192034,53,1,NR3C1,1,0,4
KEGG_NON_SMALL_CELL_LUNG_CANCER,0.026680232,54,1,CCND1,1,0,4
PID_RAC1_PATHWAY,0.026680232,54,1,JUN,1,0,4
PID_FGF_PATHWAY,0.027168209,55,1,JUN,1,0,4
PID_IL2_1PATHWAY,0.027168209,55,1,JUN,1,0,4
BIOCARTA_HIVNEF_PATHWAY,0.028630821,58,1,PRKDC,1,0,4
BIOCARTA_PPARA_PATHWAY,0.028630821,58,1,JUN,1,0,4
PID_NOTCH_PATHWAY,0.029117918,59,1,CCND1,1,0,4
KEGG_ACUTE_MYELOID_LEUKEMIA,0.029604795,60,1,CCND1,1,0,4
PID_FCER1PATHWAY,0.030577891,62,1,JUN,1,0,4
PID_TRKRPATHWAY,0.030577891,62,1,CCND1,1,0,4
PID_ENDOTHELINPATHWAY,0.031064109,63,1,JUN,1,0,4
PID_MYC_REPRESSPATHWAY,0.031064109,63,1,CCND1,1,0,4
KEGG_GLIOMA,0.032035887,65,1,CCND1,1,0,4
PID_BCR_5PATHWAY,0.032035887,65,1,JUN,1,0,4
PID_CD8TCRDOWNSTREAMPATHWAY,0.032035887,65,1,JUN,1,0,4
PID_HIF1_TFPATHWAY,0.032521447,66,1,JUN,1,0,4
PID_LYSOPHOSPHOLIPID_PATHWAY,0.032521447,66,1,JUN,1,0,4
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.03349191,68,1,JUN,1,0,4
KEGG_P53_SIGNALING_PATHWAY,0.033976813,69,1,CCND1,1,0,4
KEGG_PANCREATIC_CANCER,0.034461496,70,1,CCND1,1,0,4
KEGG_RENAL_CELL_CARCINOMA,0.034461496,70,1,JUN,1,0,4
PID_CDC42_PATHWAY,0.034461496,70,1,JUN,1,0,4
KEGG_MELANOMA,0.034945961,71,1,CCND1,1,0,4
KEGG_LEISHMANIA_INFECTION,0.035430207,72,1,JUN,1,0,4
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,0.035430207,72,1,JUN,1,0,4
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.035914235,73,1,CCND1,1,0,4
KEGG_VIRAL_MYOCARDITIS,0.035914235,73,1,CCND1,1,0,4
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING,0.036398044,74,1,JUN,1,0,4
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.036881634,75,1,JUN,1,0,4
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION,0.037848159,77,1,JUN,1,0,4
REACTOME_UNFOLDED_PROTEIN_RESPONSE,0.03929631,80,1,ATF3,1,0,4
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,0.0407425,83,1,JUN,1,0,4
KEGG_SMALL_CELL_LUNG_CANCER,0.041224127,84,1,CCND1,1,0,4
PID_CMYB_PATHWAY,0.041224127,84,1,CCND1,1,0,4
REACTOME_L1CAM_INTERACTIONS,0.042186729,86,1,RANBP9,1,0,4
BIOCARTA_MAPK_PATHWAY,0.042667704,87,1,JUN,1,0,4
KEGG_ERBB_SIGNALING_PATHWAY,0.042667704,87,1,JUN,1,0,4
KEGG_PROSTATE_CANCER,0.043629002,89,1,CCND1,1,0,4
REACTOME_ACTIVATED_TLR4_SIGNALLING,0.045548991,93,1,JUN,1,0,4
KEGG_GNRH_SIGNALING_PATHWAY,0.049378566,101,1,JUN,1,0,4
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.049856289,102,1,JUN,1,0,4
PID_ERBB1_DOWNSTREAM_PATHWAY,0.051288163,105,1,JUN,1,0,4
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.052718094,108,1,JUN,1,0,4
REACTOME_S_PHASE,0.053194306,109,1,CCND1,1,0,4
REACTOME_DNA_REPAIR,0.054621652,112,1,PRKDC,1,0,4
REACTOME_TOLL_RECEPTOR_CASCADES,0.057470533,118,1,JUN,1,0,4
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,0.061257023,126,1,JUN,1,0,4
PID_PDGFRBPATHWAY,0.062673423,129,1,JUN,1,0,4
REACTOME_DIABETES_PATHWAYS,0.064558964,133,1,ATF3,1,0,4
REACTOME_MITOTIC_G1_G1_S_PHASES,0.066441092,137,1,CCND1,1,0,4
KEGG_JAK_STAT_SIGNALING_PATHWAY,0.074868558,155,1,CCND1,1,0,4
