pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GIP,0.014604807,14,1,ISL1,1,0,6
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,0.015640197,15,1,ITGA1,1,0,6
BIOCARTA_BCELLSURVIVAL_PATHWAY,0.016674551,16,1,ITGA1,1,0,6
PID_INTEGRIN5_PATHWAY,0.017707869,17,1,FN1,1,0,6
BIOCARTA_UCALPAIN_PATHWAY,0.018740153,18,1,ITGA1,1,0,6
BIOCARTA_SPPA_PATHWAY,0.022858968,22,1,ITGA1,1,0,6
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION,0.022858968,22,1,ISL1,1,0,6
PID_PRLSIGNALINGEVENTSPATHWAY,0.023886096,23,1,ITGA1,1,0,6
BIOCARTA_ECM_PATHWAY,0.024912195,24,1,ITGA1,1,0,6
BIOCARTA_MCALPAIN_PATHWAY,0.025937268,25,1,ITGA1,1,0,6
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.025937268,25,1,ITGA1,1,0,6
PID_INTEGRIN2_PATHWAY,0.030027303,29,1,TGFBI,1,0,6
PID_REELINPATHWAY,0.030027303,29,1,ITGA3,1,0,6
PID_EPHRINBREVPATHWAY,0.031047253,30,1,ITGA2B,1,0,6
REACTOME_BASIGIN_INTERACTIONS,0.031047253,30,1,ITGA3,1,0,6
PID_INTEGRIN_A4B1_PATHWAY,0.034100979,33,1,FN1,1,0,6
KEGG_PRIMARY_IMMUNODEFICIENCY,0.036131702,35,1,IGLL1,1,0,6
KEGG_PRION_DISEASES,0.036131702,35,1,C1QA,1,0,6
PID_ARF6_PATHWAY,0.036131702,35,1,ITGA2B,1,0,6
BIOCARTA_AGR_PATHWAY,0.037145538,36,1,ITGA1,1,0,6
BIOCARTA_MET_PATHWAY,0.038158358,37,1,ITGA1,1,0,6
PID_IL23PATHWAY,0.038158358,37,1,ITGA3,1,0,6
BIOCARTA_INTEGRIN_PATHWAY,0.039170163,38,1,ITGA1,1,0,6
PID_TCPTP_PATHWAY,0.044214004,43,1,ITGA1,1,0,6
PID_DELTANP63PATHWAY,0.048230911,47,1,ITGA3,1,0,6
REACTOME_MUSCLE_CONTRACTION,0.049232623,48,1,ITGA1,1,0,6
PID_PTP1BPATHWAY,0.053229437,52,1,ITGA2B,1,0,6
PID_TAP63PATHWAY,0.055221839,54,1,ITGA3,1,0,6
PID_TXA2PATHWAY,0.058202956,57,1,TGM2,1,0,6
PID_FAK_PATHWAY,0.060185388,59,1,ITGA5,1,0,6
REACTOME_SEMAPHORIN_INTERACTIONS,0.069057255,68,1,ITGA1,1,0,6
REACTOME_AMYLOIDS,0.083666708,83,1,TGFBI,1,0,6
REACTOME_REGULATION_OF_INSULIN_SECRETION,0.093284754,93,1,ISL1,1,0,6
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM,0.118775572,120,1,ISL1,1,0,6
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,0.137216064,140,1,C1QA,1,0,6
KEGG_HUNTINGTONS_DISEASE,0.177372739,185,1,TGM2,1,0,6
