"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"REACTOME_SYNTHESIS_AND_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES",0.104676999391809,19,1,"GUK1",1,0
"BIOCARTA_AMI_PATHWAY",0.109874810716094,20,1,"PROC",1,0
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",0.109874810716094,20,1,"TRIM33",1,0
"REACTOME_HS_GAG_DEGRADATION",0.109874810716094,20,1,"GPC1",1,0
"BIOCARTA_NDKDYNAMIN_PATHWAY",0.115042704707932,21,1,"SYNJ1",1,0
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.115042704707932,21,1,"MBOAT2",1,0
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.120180852075362,22,1,"MBOAT2",1,0
"REACTOME_FGFR_LIGAND_BINDING_AND_ACTIVATION",0.120180852075362,22,1,"FGF1",1,0
"REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION",0.120180852075362,22,1,"GATA4",1,0
"BIOCARTA_INTRINSIC_PATHWAY",0.125289422560859,23,1,"PROC",1,0
"BIOCARTA_NTHI_PATHWAY",0.13036858494675,24,1,"DUSP1",1,0
"REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS",0.135418507060596,25,1,"GPC1",1,0
"REACTOME_SIGNALING_BY_RHO_GTPASES",0.1397765207723,113,2,"ARHGAP6  SYDE1",1,0
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.145431297040655,27,1,"CDH11",1,0
"REACTOME_AMINE_COMPOUND_SLC_TRANSPORTERS",0.145431297040655,27,1,"SLC6A1",1,0
"REACTOME_SHC_MEDIATED_CASCADE",0.150394495836194,28,1,"FGF1",1,0
"PID_INTEGRIN2_PATHWAY",0.155329116228893,29,1,"PROC",1,0
"REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN",0.155329116228893,29,1,"ALG1",1,0
"ST_TUMOR_NECROSIS_FACTOR_PATHWAY",0.155329116228893,29,1,"AGFG1",1,0
"REACTOME_SIGNALING_BY_FGFR1_MUTANTS",0.160235321352194,30,1,"FGF1",1,0
"PID_P38ALPHABETAPATHWAY",0.165113273416448,31,1,"DUSP1",1,0
"REACTOME_HS_GAG_BIOSYNTHESIS",0.165113273416448,31,1,"GPC1",1,0
"REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS",0.165113273416448,31,1,"COL4A3BP",1,0
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE",0.165113273416448,31,1,"SYNJ1",1,0
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",0.165113273416448,31,1,"SLC35B4",1,0
"BIOCARTA_RHO_PATHWAY",0.169963133714094,32,1,"ARHGAP6",1,0
"REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION",0.174785062624809,33,1,"MGAT5",1,0
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0.178368982402372,132,2,"GATA4  ZFPM2",1,0
"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES",0.179579219620629,34,1,"ATP11C",1,0
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE",0.179579219620629,34,1,"SLC6A1",1,0
"SIG_CD40PATHWAYMAP",0.179579219620629,34,1,"DUSP1",1,0
"PID_P53DOWNSTREAMPATHWAY",0.188788745233197,137,2,"DUSP1  SESN1",1,0
"REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION",0.189084851248022,36,1,"BHLHE41",1,0
"REACTOME_FRS2_MEDIATED_CASCADE",0.189084851248022,36,1,"FGF1",1,0
"BIOCARTA_ALK_PATHWAY",0.193796640331133,37,1,"GATA4",1,0
"PID_FRA_PATHWAY",0.193796640331133,37,1,"THBD",1,0
"REACTOME_NEGATIVE_REGULATION_OF_FGFR_SIGNALING",0.193796640331133,37,1,"FGF1",1,0
"ST_P38_MAPK_PATHWAY",0.193796640331133,37,1,"DUSP1",1,0
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",0.198481286412463,38,1,"TRIM33",1,0
"PID_EPHBFWDPATHWAY",0.207769768730778,40,1,"SYNJ1",1,0
"PID_ERBB1_INTERNALIZATION_PATHWAY",0.212373912359397,41,1,"SYNJ1",1,0
"REACTOME_NETRIN1_SIGNALING",0.212373912359397,41,1,"SLIT2",1,0
"KEGG_LYSINE_DEGRADATION",0.226027779251117,44,1,"WHSC1",1,0
"PID_HNF3APATHWAY",0.226027779251117,44,1,"NFIA",1,0
"REACTOME_SIGNALING_BY_FGFR_MUTANTS",0.226027779251117,44,1,"FGF1",1,0
"PID_HNF3BPATHWAY",0.23052671579185,45,1,"FOXF1",1,0
"PID_ILK_PATHWAY",0.23052671579185,45,1,"ZEB1",1,0
"PID_RHOA_REG_PATHWAY",0.234999725111226,46,1,"ARHGAP6",1,0
"REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S",0.234999725111226,46,1,"DNAJC3",1,0
"PID_AJDISS_2PATHWAY",0.243868553750428,48,1,"NTRK2",1,0
"PID_HES_HEYPATHWAY",0.243868553750428,48,1,"GATA4",1,0
"KEGG_GLYCEROLIPID_METABOLISM",0.248264666810018,49,1,"MBOAT2",1,0
"REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM",0.248264666810018,49,1,"GPC1",1,0
"REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM",0.261301545967849,52,1,"GPC1",1,0
"REACTOME_CIRCADIAN_CLOCK",0.265597165612311,53,1,"BHLHE41",1,0
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE",0.269868019815398,54,1,"FGF1",1,0
"PID_FGF_PATHWAY",0.274114250122297,55,1,"FGF1",1,0
"REACTOME_ION_CHANNEL_TRANSPORT",0.274114250122297,55,1,"ATP11C",1,0
"BIOCARTA_NFAT_PATHWAY",0.278335997276261,56,1,"GATA4",1,0
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",0.278335997276261,56,1,"CDH11",1,0
"REACTOME_PI_3K_CASCADE",0.278335997276261,56,1,"FGF1",1,0
"BIOCARTA_PPARA_PATHWAY",0.28670660111571,58,1,"DUSP1",1,0
"PID_SHP2_PATHWAY",0.28670660111571,58,1,"NTRK2",1,0
"PID_ATF2_PATHWAY",0.290855735318427,59,1,"DUSP1",1,0
"PID_FAK_PATHWAY",0.290855735318427,59,1,"PTPN21",1,0
"PID_FCER1PATHWAY",0.303160115696261,62,1,"DUSP1",1,0
"PID_TRKRPATHWAY",0.303160115696261,62,1,"NTRK2",1,0
"PID_MYC_REPRESSPATHWAY",0.307214355167584,63,1,"TMEFF2",1,0
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",0.307214355167584,63,1,"TRIM33",1,0
"ST_FAS_SIGNALING_PATHWAY",0.315252811211491,65,1,"AGFG1",1,0
"PID_HIF1_TFPATHWAY",0.319237294477077,66,1,"BHLHE41",1,0
"KEGG_P53_SIGNALING_PATHWAY",0.331053349577391,69,1,"SESN1",1,0
"REACTOME_SPHINGOLIPID_METABOLISM",0.331053349577391,69,1,"COL4A3BP",1,0
"PID_AP1_PATHWAY",0.334946672112589,70,1,"DUSP1",1,0
"KEGG_MELANOMA",0.338817529414894,71,1,"FGF1",1,0
"REACTOME_PI3K_CASCADE",0.338817529414894,71,1,"FGF1",1,0
"REACTOME_METABOLISM_OF_NUCLEOTIDES",0.342666049992338,72,1,"GUK1",1,0
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.357109375050306,216,2,"FGF1  PIKFYVE",1,0
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.361578049007878,77,1,"MBOAT2",1,0
"REACTOME_CELL_JUNCTION_ORGANIZATION",0.365295207383378,78,1,"CDH11",1,0
"REACTOME_UNFOLDED_PROTEIN_RESPONSE",0.372665274893363,80,1,"DNAJC3",1,0
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",0.379950491882379,82,1,"MBOAT2",1,0
"REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE",0.397798642000876,87,1,"FGF1",1,0
"REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS",0.404794437290325,89,1,"SLC6A1",1,0
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",0.408629597771742,241,2,"SLC35B4  SLC6A1",1,0
"REACTOME_REGULATION_OF_INSULIN_SECRETION",0.418545214352648,93,1,"GATA4",1,0
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.431980988906662,97,1,"PIKFYVE",1,0
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR",0.4418554095471,100,1,"FGF1",1,0
"PID_ERBB1_DOWNSTREAM_PATHWAY",0.45793598837559,105,1,"DUSP1",1,0
"REACTOME_SIGNALING_BY_INSULIN_RECEPTOR",0.46736297553688,108,1,"FGF1",1,0
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",0.476627407707624,111,1,"GPC1",1,0
"REACTOME_SIGNALING_BY_FGFR",0.479679910131372,112,1,"FGF1",1,0
"REACTOME_CELL_CELL_COMMUNICATION",0.503472930286207,120,1,"CDH11",1,0
"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",0.503472930286207,120,1,"GATA4",1,0
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",0.506370170733229,121,1,"PTGER4",1,0
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.520606879210765,126,1,"NTRK2",1,0
"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE",0.523404987392889,127,1,"FGF1",1,0
"KEGG_AXON_GUIDANCE",0.528952720823074,129,1,"SLIT2",1,0
"REACTOME_DIABETES_PATHWAYS",0.539856838401023,133,1,"DNAJC3",1,0
"REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE",0.550510666129775,137,1,"NTRK2",1,0
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.558340215728842,140,1,"TROVE2",1,0
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.595505303155255,155,1,"IL21R",1,0
"KEGG_PURINE_METABOLISM",0.604880977917726,159,1,"GUK1",1,0
"REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",0.627388125040943,169,1,"DNAJC3",1,0
"KEGG_ENDOCYTOSIS",0.656777858561213,183,1,"PIKFYVE",1,0
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",0.662770161629794,186,1,"SLC6A1",1,0
"REACTOME_INFLUENZA_LIFE_CYCLE",0.694818645721439,203,1,"DNAJC3",1,0
"REACTOME_SIGNALLING_BY_NGF",0.718929594647795,217,1,"NTRK2",1,0
"REACTOME_METABOLISM_OF_CARBOHYDRATES",0.764420366160757,247,1,"GPC1",1,0
