"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"KEGG_ACUTE_MYELOID_LEUKEMIA",0.0208150365602395,60,1,"PML",1,0
"PID_AR_PATHWAY",0.0211587825353692,61,1,"RANBP9",1,0
"KEGG_COLORECTAL_CANCER",0.0215024250712157,62,1,"JUN",1,0
"PID_FCER1PATHWAY",0.0215024250712157,62,1,"JUN",1,0
"PID_ENDOTHELINPATHWAY",0.0218459641937206,63,1,"JUN",1,0
"REACTOME_INTERFERON_GAMMA_SIGNALING",0.0218459641937206,63,1,"PML",1,0
"PID_BCR_5PATHWAY",0.022532732302439,65,1,"JUN",1,0
"PID_CD8TCRDOWNSTREAMPATHWAY",0.022532732302439,65,1,"JUN",1,0
"PID_ERA_GENOMIC_PATHWAY",0.022532732302439,65,1,"JUN",1,0
"PID_HDAC_CLASSI_PATHWAY",0.0228759613405068,66,1,"CREBBP",1,0
"PID_LYSOPHOSPHOLIPID_PATHWAY",0.0228759613405068,66,1,"JUN",1,0
"KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION",0.0235621095136571,68,1,"JUN",1,0
"PID_TELOMERASEPATHWAY",0.0235621095136571,68,1,"JUN",1,0
"PID_MTOR_4PATHWAY",0.0239050287005629,69,1,"PML",1,0
"KEGG_LONG_TERM_POTENTIATION",0.0242478446555625,70,1,"CREBBP",1,0
"PID_CDC42_PATHWAY",0.0242478446555625,70,1,"JUN",1,0
"REACTOME_SIGNALING_BY_NOTCH1",0.0242478446555625,70,1,"CREBBP",1,0
"KEGG_LEISHMANIA_INFECTION",0.0249331669734323,72,1,"JUN",1,0
"REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE",0.0249331669734323,72,1,"JUN",1,0
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION",0.0249331669734323,72,1,"CREBBP",1,0
"REACTOME_RIG_I_MDA5_MEDIATED_INDUCTION_OF_IFN_ALPHA_BETA_PATHWAYS",0.0252756733880846,73,1,"CREBBP",1,0
"PID_E2F_PATHWAY",0.0256180766743935,74,1,"CREBBP",1,0
"REACTOME_TRIF_MEDIATED_TLR3_SIGNALING",0.0256180766743935,74,1,"JUN",1,0
"KEGG_ADHERENS_JUNCTION",0.0259603768582378,75,1,"CREBBP",1,0
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.0259603768582378,75,1,"JUN",1,0
"REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION",0.0266446680220165,77,1,"JUN",1,0
"PID_MYC_ACTIVPATHWAY",0.0273285470863394,79,1,"CREBBP",1,0
"PID_P73PATHWAY",0.0273285470863394,79,1,"PML",1,0
"PID_BETACATENIN_NUC_PATHWAY",0.0276703321458442,80,1,"JUN",1,0
"REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE",0.0286950697438767,83,1,"JUN",1,0
"PID_CMYB_PATHWAY",0.0290364431691817,84,1,"CREBBP",1,0
"KEGG_TGF_BETA_SIGNALING_PATHWAY",0.0297188815136944,86,1,"CREBBP",1,0
"REACTOME_L1CAM_INTERACTIONS",0.0297188815136944,86,1,"RANBP9",1,0
"BIOCARTA_MAPK_PATHWAY",0.0300599464845398,87,1,"JUN",1,0
"KEGG_ERBB_SIGNALING_PATHWAY",0.0300599464845398,87,1,"JUN",1,0
"KEGG_PROSTATE_CANCER",0.0307417681524574,89,1,"CREBBP",1,0
"WNT_SIGNALING",0.0307417681524574,89,1,"JUN",1,0
"REACTOME_ACTIVATED_TLR4_SIGNALLING",0.0321041791155698,93,1,"JUN",1,0
"KEGG_GNRH_SIGNALING_PATHWAY",0.0348240773254553,101,1,"JUN",1,0
"KEGG_MELANOGENESIS",0.0351636035056012,102,1,"CREBBP",1,0
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.0351636035056012,102,1,"JUN",1,0
"REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION",0.0358423487516446,104,1,"CREBBP",1,0
"PID_ERBB1_DOWNSTREAM_PATHWAY",0.0361815678689915,105,1,"JUN",1,0
"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY",0.0371986115069255,108,1,"JUN",1,0
"REACTOME_TOLL_RECEPTOR_CASCADES",0.0405821161914131,118,1,"JUN",1,0
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.0432815769393485,126,1,"JUN",1,0
"KEGG_CELL_CYCLE",0.0439554239744088,128,1,"CREBBP",1,0
"PID_PDGFRBPATHWAY",0.0442921949100055,129,1,"JUN",1,0
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0.0453018976961659,132,1,"CREBBP",1,0
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.0473185604775389,138,1,"PML",1,0
"KEGG_JAK_STAT_SIGNALING_PATHWAY",0.0530126217962394,155,1,"CREBBP",1,0
"REACTOME_INTERFERON_SIGNALING",0.0543481533037842,159,1,"PML",1,0
"REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM",0.0573471977515231,168,1,"CREBBP",1,0
"KEGG_HUNTINGTONS_DISEASE",0.0629898212680826,185,1,"CREBBP",1,0
"KEGG_FOCAL_ADHESION",0.0682740542920012,201,1,"JUN",1,0
