V1,V2
hsa-miR-1291,SUFU
hsa-miR-1291,BCAM
hsa-miR-1291,HID1
hsa-miR-1291,APC2
hsa-miR-1291,KIAA0100
hsa-miR-1291,LNPEP
hsa-miR-1291,LRRC15
hsa-miR-1291,SORBS1
hsa-miR-1291,KLHL22
hsa-miR-1291,TNIP3
hsa-miR-1291,WNK2
hsa-miR-1291,B4GALNT1
hsa-miR-1291,MMP24
hsa-miR-1291,TK2
hsa-miR-1291,JMJD4
hsa-miR-1291,SLC7A5
hsa-miR-1291,CCDC149
hsa-miR-1291,CLDN7
hsa-miR-1291,DEAF1
hsa-miR-1291,KANK2
hsa-miR-1291,DAB2IP
hsa-miR-1291,FBXW5
OAZ2,ODC1
OAZ2,OAZ1
NF2,DNAJB5
NF2,SAMD14
NF2,DTNA
NF2,KANK1
NF2,RDX
NF2,ACADSB
NF2,DTNB
NF2,NUDT6
NF2,XPO6
NF2,HGS
NF2,CCNG2
NF2,DNAJB4
NF2,NHLH1
NF2,TRIP11
NF2,EPB41L5
NF2,PLIN2
NF2,SCHIP1
NF2,TARBP2
NF2,NOSTRIN
NF2,RNF165
NF2,NRG3
NF2,FRMD6
NF2,PHRF1
NF2,LMAN1
NF2,FAM214B
NF2,FAM57A
NF2,MADD
NF2,PXMP2
GLYCTK,TRIP13
KIAA1432,TCTEX1D2
KIAA1432,FAM161B
FAM160A2,GLI2
FAM160A2,UBE2M
OSTM1,GPSM1
OSTM1,RGS20
TROVE2,PCCB
TROVE2,PUF60
TROVE2,TKT
TROVE2,HSPE1
TROVE2,ERI1
TROVE2,MYEF2
TROVE2,ST13P5
RBFOX1,SUFU
RBFOX1,TSC22D1
RBFOX1,ATXN1
RBFOX1,RBFOX2
RBFOX1,ATN1
RBFOX1,DVL2
RBFOX1,PLEKHA5
RBFOX1,PRRC2A
RBFOX1,RHOXF2
RBFOX1,ENSG00000206427
RBFOX1,GCA
RBFOX1,HSFX2
RBFOX1,MAGED1
RBFOX1,CELF3
RBFOX1,LZTS2
RBFOX1,RBM24
RBFOX1,QKI
RBFOX1,DMRTB1
RBFOX1,ENSG00000206318
RBFOX1,HSFX1
RBFOX1,KIFAP3
RBFOX1,PCBP4
IMPA2,INPP4A
IMPA2,ISYNA1
IMPA2,HERPUD1
IMPA2,INPP4B
ST6GALNAC6,ATXN1
ST6GALNAC6,ST3GAL2
ST6GALNAC6,ST3GAL1
TOR1AIP2,TSC22D1
TOR1AIP2,TOR1A
MCFD2,RNF38
MCFD2,NUP85
MCFD2,LMAN1
AGFG1,RNF216
AGFG1,EPS15L1
AGFG1,LIMS1
AGFG1,PTPLAD1
AGFG1,PTS
AGFG1,STMN1
AGFG1,ZBTB43
UBE2Z,PLEKHF2
COL4A3BP,POM121C
COL4A3BP,ITGB3BP
COL4A3BP,POM121
COL4A3BP,RTN4
ACAP3,ITGB3BP
RASSF8,CCDC22
RASSF8,CCNG2
RASSF8,BLOC1S6
RASSF8,PLBD2
RASSF8,CLUAP1
RASSF8,COMP
RASSF8,KXD1
RASSF8,FRMD6
RASSF8,TCP11L1
RASSF8,INTS8
RASSF8,METTL14
RASSF8,SASS6
RASSF8,UBE2S
YPEL2,KLC1
RABIF,NUP85
RABIF,LIMS1
RABIF,NUB1
RABIF,LMX1B
RABIF,CCBL2
RABIF,ENPEP
RABIF,SDHA
CDC42EP1,FHL3
CDC42EP1,ENSG00000212908
CDC42EP1,PLSCR1
CDC42EP1,RBPMS
CDC42EP1,KRTAP4-12
CDC42EP1,ENSG00000186852
CDC42EP1,ENSG00000212660
MLXIP,MLX
MLXIP,NCOA5
MLXIP,CCDC85C
MLXIP,GOLGA2
LRP6,DVL3
LRP6,FZD4
LRP6,WNT4
LRP6,FZD1
LRP6,WNT3A
LRP6,DKK1
LRP6,DKK2
LRP6,DKK4
LRP6,FZD10
LRP6,FZD2
LRP6,FZD5
LRP6,FZD6
LRP6,FZD7
LRP6,FZD8
LRP6,FZD9
LRP6,FZD3
LRP6,WNT1
SLC27A4,COTL1
SLC27A4,TMBIM4
DNAJB5,BTBD10
DNAJB5,NFYC
DNAJB5,MLF2
DNAJB5,CKS1B
DNAJB5,SYAP1
DNAJB5,CKS1BP6
DNAJB5,ZBTB8OS
DNAJB5,NDRG3
ELAVL2,USO1
ELAVL2,RBM10
ELAVL2,STUB1
ELAVL2,FLCN
ELAVL2,GK5
RAB21,ENSG00000204523
RAB21,IKBKE
RAB21,MCC
RAB21,TTK
RAB21,KLC1
FBXO41,DISC1
AGAP1,ULK2
AGAP1,USO1
AGAP1,NUDT6
AGAP1,GLI2
AGAP1,C12orf4
AGAP1,CCNG2
AGAP1,CCNK
AGAP1,CDK20
AGAP1,FANCI
AGAP1,MPPE1
AGAP1,PLD3
AGAP1,PSD3
AGAP1,PTCH1
AGAP1,SIRT2
AGAP1,TTK
AGAP1,ARHGAP1
CYP2C18,MPP6
CYP2C18,ALDH1A3
CYP2C18,PON2
CYP2C18,PON3
CYP2C18,ALDH7A1
CYP2C18,ALDH9A1
CYP2C18,ALDH2
CYP2C18,ALDH3A1
CYP2C18,CYP4A11
CYP2C18,ALDH3A2
CYP2C18,PON1
PHOX2A,ATF6B
PHOX2A,ENSG00000168468
RPP14,RPP25
RPP14,RPP38
RPP14,RPP40
RPP14,EXOSC8
RPP14,POP4
RPP14,POP5
LNX2,LNX1
NRBP1,TSC22D1
NRBP1,TSC22D4
NRBP1,RIBC2
NRBP1,MLF1
EHD3,SNAP29
EHD3,RTN4
EHD3,EHD1
ZBTB8A,FXR2
ZBTB8A,LNX1
ZBTB8A,DVL2
ZBTB8A,ZNF250
ZBTB8A,CCDC33
ZBTB8A,ZNF408
ZBTB8A,ZBTB48
ZBTB8A,ENSG00000188126
ZBTB8A,ENSG00000204325
ZBTB8A,LMO3
ZBTB8A,TRIM41
ZBTB8A,ZNF276
DYNC1I1,DCTN1
DYNC1I1,DCTN2
DYNC1I1,DYNLL2
DYNC1I1,BICD1
DYNC1I1,DYNLT1
DYNC1I1,DYNLRB1
DYNC1I1,DAZL
DYNC1I1,SLC4A5
NKAIN1,PRICKLE2
NKAIN1,PRICKLE3
BLCAP,FAM46C
MTHFR,TYMS
MTHFR,AMT
MTHFR,MTHFD1L
MTHFR,MTHFD2
NOS1AP,EYA3
NOS1AP,EYA4
NOS1AP,RASD1
NOS1AP,PTPRN
TBC1D5,ATXN1
TBC1D5,TMEM55B
TBC1D5,GABARAPL2
KREMEN1,DKK1
ADAM11,STC2
UBE3A,SHBG
UBE3A,ALDH1A3
UBE3A,ALDH7A1
UBE3A,ALDH9A1
UBE3A,ALDH2
UBE3A,ALDH3A1
UBE3A,ASMT
UBE3A,ALDH3A2
UBE3A,AOX1
UBE3A,UBE2L6
UBE3A,UBE2L3
UBE3A,UBQLN2
UBE3A,EAPP
UBE3A,PHF17
ZSCAN20,SCAND1
KCTD15,TRIM27
KCTD15,ENSG00000215641
KCTD15,ENSG00000112448
KCTD15,ENSA
KCTD15,WIPI1
PLXNA2,PDCD6IP
PLXNA2,MICAL2
PLXNA2,ENSG00000093100
PLXNA2,PTK7
PLXNA2,SEMA6A
TTC14,VPS39
TTC14,CCDC85B
TTC14,KMT2E
SUPT20H,ATXN1
SUPT20H,UBQLN4
GEM,TRIM23
ZNF365,DISC1
ZNF365,NDE1
ZNF365,NDEL1
UBE2W,RNF185
UBE2W,FANCL
UBE2W,SNAPIN
CELF1,MBNL1
CELF1,DMPK
CELF1,TOM1L1
CELF1,ELAVL3
CELF1,RBM24
ACSS1,ALDH1A3
ACSS1,ACOT12
ACSS1,ACYP2
ACSS1,ALDH7A1
ACSS1,ALDH3B2
ACSS1,ALDH9A1
ACSS1,ACYP1
ACSS1,ALDH2
ACSS1,ALDH3A1
ACSS1,ALDH3A2
ACSS1,ALDH3B1
AGFG2,EPS15L1
SETD3,IMMP1L
ZFYVE26,SPATA2L
GXYLT1,TRAF6
GXYLT1,ATG5
GXYLT1,FBXO11
IGLON5,MAD2L2
IGLON5,TTK
IGLON5,KLC1
IGLON5,ARHGAP1
RNF216,ENSG00000173366
RNF216,UBE2C
RNF216,UBE2L6
RNF216,UBE2L3
RNF216,TLR3
USP6NL,RAPSN
USP6NL,GORASP2
INPP4A,IMPA1
INPP4A,INPP1
SLC12A5,CKB
CYTH1,TRIM23
CYTH1,MSS51
CYTH1,NHLH1
CYTH1,PGM3
PRICKLE1,VANGL1
PRICKLE1,VANGL2
CAMSAP2,FEM1B
CAMSAP2,VRK1
CAMSAP2,SCHIP1
CAMSAP2,NEDD8
HPCAL4,TSC22D3
SIRT7,MAGED1
SIRT7,LMAN1
FXR2,AMOTL2
FXR2,THAP1
FXR2,LDOC1
FXR2,KIAA1217
FXR2,CALCOCO2
FXR2,TSC22D4
FXR2,MCRS1
FXR2,COIL
FXR2,CCDC85B
FXR2,SSSCA1
FXR2,TRIM37
FXR2,RBPMS
FXR2,C10orf62
FXR2,RALYL
FXR2,KRT20
FXR2,PCBD1
FXR2,CCDC33
FXR2,ZNF451
FXR2,TNNT1
FXR2,KCNRG
FXR2,RBMXL1
FXR2,RTN4
FXR2,KXD1
FXR2,MBIP
FXR2,DPPA2
FXR2,GKAP1
FXR2,NECAB2
FXR2,NT5C2
FXR2,RPIA
FXR2,ZBTB8B
TMEM41B,PTP4A3
TMEM41B,ACBD3
TMEM41B,SEC24B
TRAPPC8,PSD3
TRAPPC8,EIF3L
TRAPPC8,PHF7
TRAPPC8,TET2
ULK2,SPSB1
ULK2,NAGA
ULK2,EMX2
ULK2,EMX1
ULK2,NASP
ULK2,MSI2
ULK2,PXMP2
DTNA,ARHGAP19
DTNA,DBT
DTNA,GTPBP2
DTNA,ABI2
DTNA,DTNBP1
DTNA,ACOT9
DTNA,DTNB
DTNA,PDIA3
DTNA,PDCD6IP
DTNA,GFI1B
DTNA,DLG5
DTNA,SNX32
DTNA,SNTG1
DTNA,SNTG2
DTNA,NDUFB10
DTNA,NIT1
DTNA,TRAK1
SEC14L1,EPB41
FUNDC2,ITGB3BP
FUNDC2,ACTR1A
FUNDC2,ASCC2
FUNDC2,USP13
FUNDC2,RGS1
FUNDC2,PRSS12
SNX19,PTPRN
EYA2,SIX1
EYA2,RBPMS
EYA2,DMRTB1
EYA2,SIX4
WNT11,SFRP4
WNT11,WIF1
WNT11,FZD4
WNT11,FZD1
WNT11,CER1
WNT11,FZD10
WNT11,FZD2
WNT11,FZD5
WNT11,FZD6
WNT11,FZD7
WNT11,FZD8
WNT11,FZD9
WNT11,FZD3
WNT11,SFRP2
WNT11,SFRP5
WNT11,SFRP1
WNT11,PORCN
ARL4C,UBQLN4
MAML3,CDC20
PCBP3,MCC
PCBP3,ARF6
PCBP3,PTBP2
PCBP3,SAP18
KANK1,RAPSN
FUNDC1,ACTR1A
FUNDC1,PRSS12
KIAA1161,STUB1
VPS13D,MADD
MIB1,ALDH1A3
MIB1,ALDH7A1
MIB1,ALDH9A1
MIB1,ALDH2
MIB1,ALDH3A1
MIB1,ASMT
MIB1,ALDH3A2
MIB1,AOX1
MIB1,STUB1
RNF38,C6orf106
RNF38,GORASP2
RNF38,SCAP
AMOTL2,KRT15
AMOTL2,MAD1L1
AMOTL2,GCC1
AMOTL2,KRT20
AMOTL2,MPP1
ABCC1,SPRY2
SLC52A3,TRIP13
DZIP1,DAZ1
DZIP1,DAZ2
DZIP1,DAZ4
DZIP1,DAZ3
GPSM1,DAZAP2
GPSM1,USHBP1
GPSM1,CCDC158
GPSM1,TRIP13
GPSM1,ZBED1
GSTM4,GSR
GSTM4,GGT3P
GSTM4,GGT1
GSTM4,ENSG00000079782
GSTM4,GGT5
GSTM4,GGT7
GSTM4,GGTLC2
GSTM4,GSS
GSTM4,GPX4
GSTM4,GPX7
RAB1B,RUSC2
RAB1B,ENSG00000204523
RAB1B,MCC
RAB1B,VHL
RAB1B,GOLGA2
SSR3,PTP4A3
SSR3,BRF2
SSR3,C20orf24
SSR3,WRAP73
SSR3,PRRC2A
SSR3,ENSG00000206427
SSR3,C7
SSR3,GSTK1
SSR3,ENSG00000206318
SSR3,SSR1
SSR3,SSR2
SSR3,TCEAL1
HOOK1,CDC5L
HOOK1,AKTIP
HOOK1,ZNF250
HOOK1,DYNC1LI2
DGCR14,USO1
DGCR14,GTPBP2
DGCR14,SUN2
DGCR14,FRA10AC1
DGCR14,MAD1L1
DGCR14,RNASEH2B
DGCR14,BARX1
DGCR14,NHLH1
DGCR14,ASCC2
DGCR14,PA2G4
DGCR14,LYST
DGCR14,KCMF1
DGCR14,IK
DGCR14,GOLGA2
DGCR14,NDUFB5
ARHGEF40,STC2
ARHGEF40,MYCBP
ARHGEF40,TAC1
SUFU,GLI2
SUFU,PTCH1
SUFU,MLF2
SUFU,STK36
SUFU,GIGYF1
SUFU,ZNF446
SUFU,QPRT
SUFU,GLI1
SUFU,MBTD1
SUFU,RCN3
SUFU,LMBR1L
SUFU,MID1IP1
SUFU,ZNF263
SUFU,SAP18
SUFU,ZNF764
TAGLN3,SUN2
TAGLN3,MBNL1
TAGLN3,HLX
TAGLN3,CACNG5
TAGLN3,CACNG7
TAGLN3,CAPN15
APOLD1,PTS
APOLD1,ALPI
APOLD1,ALPL
APOLD1,ALPPL2
APOLD1,SI
CEP19,KXD1
BCAM,EPB41
HID1,BEGAIN
HID1,TTK
HID1,RNASEH2B
HID1,SPARCL1
HID1,XBP1
HID1,RCN3
HID1,SAP18
APC2,DVL2
APC2,ANAPC11
APC2,CDC26
APC2,DVL3
APC2,AXIN2
APC2,MAPRE3
APC2,DVL1
XPO7,TSC22D1
XPO7,PTP4A3
XPO7,ILK
XPO7,BRF2
XPO7,C20orf24
XPO7,GSTK1
XPO7,DDX19B
TSC22D1,NUP93
TSC22D1,CDK5RAP2
TSC22D1,PHB2
TSC22D1,TSC22D4
TSC22D1,TMEM33
TSC22D1,FANCI
TSC22D1,PTPLAD1
TSC22D1,HEATR2
TSC22D1,CCDC59
TSC22D1,RB1CC1
TSC22D1,ENSG00000096155
TSC22D1,ENSG00000206313
TSC22D1,ZW10
TSC22D1,BAG6
TSC22D1,SNX2
TSC22D1,EMC8
TSC22D1,PAN3
TSC22D1,C19orf70
TSC22D1,EHD4
TSC22D1,KRTCAP2
TSC22D1,MTHFD1L
TSC22D1,MYO1D
TSC22D1,POLDIP2
TSC22D1,GSTK1
TSC22D1,RGS1
TSC22D1,ENDOU
TSC22D1,SLC25A10
TSC22D1,SFXN1
TSC22D1,TSC22D3
TSC22D1,MAP3K12
TSC22D1,UCK2
TSC22D1,VEPH1
TSC22D1,MFN1
TSC22D1,TRIM9
TSC22D1,FASTKD2
TSC22D1,USMG5
KIAA0100,RDX
LNPEP,FHOD1
LNPEP,TNKS2
LNPEP,TNKS
UBE2O,SHBG
IMMP2L,EMX2
IMMP2L,EMX1
IMMP2L,IMMP1L
RUSC2,GOLGA2
SORBS1,CACNG5
SORBS1,CACNG7
SORBS1,MICAL2
SORBS1,ENSG00000093100
SORBS1,SEMA6A
CLASP2,BRF2
CLASP2,CLIP1
CLASP2,ATG12
CLASP2,LXN
KLHL22,SCARF1
HIF1AN,VHL
HIF1AN,ASB13
HIF1AN,ASB9
HIF1AN,FBF1
HIF1AN,INVS
LIX1L,USO1
LIX1L,CAPN9
LIX1L,FAT4
LIX1L,CAPN3
LIX1L,DCHS1
VANGL1,DVL2
VANGL1,DVL3
VANGL1,PRICKLE2
VANGL1,PRICKLE3
VANGL1,CELSR1
VANGL1,FZD1
VANGL1,INTU
WNK2,ATXN1
WNK2,ENSG00000005189
LRRC16A,KLHDC3
WDR55,DBT
WDR55,KLHL8
WDR55,THUMPD1
THAP1,NUP62
THAP1,DVL2
THAP1,C1orf35
THAP1,RALYL
THAP1,ZNF408
THAP1,NKAP
THAP1,QKI
THAP1,PHF1
B4GALNT1,SLC33A1
B4GALNT1,ST8SIA1
ELF3,KCTD5
ELF3,KRT31
ELF3,KRT82
ELF3,CALR
ELF3,PRKCSH
ELF3,SPG7
ELF3,KRT36
KIAA1191,ENSG00000100101
FRMD4A,TRAF3IP1
WWC3,FTSJ1
WWC3,ENSG00000104637
WWC3,PHLDA3
TK2,TYMS
TK2,DTYMK
TK2,SAMHD1
TK2,TYMP
JMJD4,CRAT
SLC7A5,C12orf4
TRIM23,POM121C
TRIM23,FLAD1
TRIM23,POM121
TRIM23,ARF6
TRIM23,C19orf57
TRIM23,LNX1
TRIM23,RIBC2
TRIM23,TRIM27
TRIM23,ZNF250
TRIM23,ENSG00000215641
TRIM23,ZNF581
TRIM23,ENSG00000112448
TRIM23,ENSG00000137397
TRIM23,TRIM31
CCDC149,CCNB1
CCDC149,LSG1
CCDC149,C10orf118
CCDC149,CREBL2
CCDC149,SNX6
CCDC149,TTLL5
CLDN7,RHOXF2
RPP25,POP7
RPP25,POP1
RPP25,POP4
RPP25,POP5
SFRP4,WNT5B
SFRP4,FZD4
SFRP4,WNT4
SFRP4,FZD1
SFRP4,WNT10B
SFRP4,WNT3A
SFRP4,WNT7A
SFRP4,WNT7B
SFRP4,WNT9B
SFRP4,FZD10
SFRP4,FZD2
SFRP4,FZD5
SFRP4,FZD6
SFRP4,FZD7
SFRP4,FZD8
SFRP4,FZD9
SFRP4,FZD3
SFRP4,WNT1
SFRP4,WNT10A
SFRP4,WNT2B
SFRP4,WNT5A
SFRP4,WNT6
SFRP4,WNT9A
SFRP4,WNT2
SFRP4,WNT3
SFRP4,WNT8A
SFRP4,WNT8B
WIF1,WNT5B
WIF1,WNT4
WIF1,WNT10B
WIF1,WNT3A
WIF1,WNT7A
WIF1,WNT7B
WIF1,WNT9B
WIF1,WNT1
WIF1,WNT10A
WIF1,WNT2B
WIF1,WNT5A
WIF1,WNT6
WIF1,WNT9A
WIF1,WNT2
WIF1,WNT3
WIF1,WNT8A
WIF1,WNT8B
H6PD,G6PD
STAC2,ATXN1
TGFBRAP1,ALOX5
CHORDC1,RFXANK
ATXN1,RBFOX2
ATXN1,POM121C
ATXN1,DAZAP2
ATXN1,RAD54L2
ATXN1,COIL
ATXN1,UBQLN4
ATXN1,CCNK
ATXN1,DZIP3
ATXN1,LRSAM1
ATXN1,KAT6A
ATXN1,KLHL8
ATXN1,RBPMS
ATXN1,DMPK
ATXN1,EFEMP2
ATXN1,IRF9
ATXN1,PLEKHA5
ATXN1,PRRC2A
ATXN1,RHOXF2
ATXN1,USP54
ATXN1,ZSWIM8
ATXN1,ENSG00000206427
ATXN1,BATF2
ATXN1,C1orf94
ATXN1,CCDC136
ATXN1,CIC
ATXN1,CIRBP
ATXN1,CLASRP
ATXN1,FAM46A
ATXN1,FAM46B
ATXN1,FAT4
ATXN1,GCA
ATXN1,HSFX2
ATXN1,KLHL12
ATXN1,PHPT1
ATXN1,QRICH1
ATXN1,SYBU
ATXN1,TCAP
ATXN1,TCEANC
ATXN1,TOLLIP
ATXN1,TTC19
ATXN1,YY1AP1
ATXN1,ZC3H10
ATXN1,ENSG00000206318
ATXN1,FAM193B
ATXN1,HSFX1
ATXN1,SAR1A
ATXN1,METTL17
ATXN1,OAZ1
ATXN1,PIM2
ATXN1,SIX5
ATXN1,TRIP6
ATXN1,ZNF276
ATXN1,ZC3H7B
ARHGAP19,NUP88
ARHGAP19,CDK5RAP2
ARHGAP19,DTNB
ARHGAP19,PAH
ARHGAP19,HMG20B
RBFOX2,DAZAP2
RBFOX2,ATN1
RBFOX2,RERE
RBFOX2,RBPMS
RBFOX2,EYA3
RBFOX2,RHOXF2
RBFOX2,QKI
RBFOX2,DMRTB1
RBFOX2,EYA4
CUTC,NADSYN1
CUTC,LNX1
CUTC,NUDT18
CUTC,ASCC2
CUTC,NIF3L1
CUTC,SPG21
CUTC,SLC27A6
CUTC,PIM2
DEAF1,APPBP2
DEAF1,ASCC2
DEAF1,INTS1
DAB2IP,MCRS1
DAB2IP,PRICKLE2
DAB2IP,PRICKLE3
FBXW5,MDFI
FBXW5,ENSG00000212908
FBXW5,KRTAP4-12
FBXW5,ENSG00000186852
FBXW5,ENSG00000212660
MLLT6,UBQLN4
RNF185,UBE2K
RNF185,TCTEX1D2
RNF185,NHLH1
RNF185,VTA1
RNF185,DYNLT1
SEC24C,HSD17B10
SEC24C,TMEM91
SEC24C,PAPLN
SEC24C,IRF2BP1
SEC24C,KRTCAP2
SEC24C,RTFDC1
SEC24C,SEC23B
NUP50,AAAS
NUP50,IL4I1
NUP50,NUP155
NUP50,NUP188
NUP50,NUP205
NUP50,NUP210
NUP50,NUP35
NUP50,NUP43
NUP50,NUP54
NUP50,NUP85
NUP50,NUP88
NUP50,NUP93
NUP50,NUP98
NUP50,NUPL1
NUP50,NUPL2
NUP50,POM121C
NUP50,RAE1
NUP50,NUP160
NUP50,TPR
NUP50,NUP37
SRI,SHBG
SRI,CALCOCO2
SRI,ANXA7
SRI,ALG2
SRI,ANXA11
SRI,GCA
hsa-mir-429,NADK
hsa-mir-429,PANK4
hsa-mir-429,MMEL1
NADK,ENPP1
NADK,ENPP3
NADK,ENPP2
NADK,NADSYN1
NADK,LNX1
NADK,NUDT18
NADK,ZNF800
NADK,BST1
NADK,PHPT1
NADK,NMNAT1
NADK,NMNAT2
NADK,NMNAT3
NADK,NUDT12
NADK,CD38
NADK,MTMR1
NADK,MTMR2
ANPEP,GGT3P
ANPEP,GGT1
ANPEP,GGT5
ANPEP,GGT7
ANPEP,GGTLC2
ANPEP,GSS
STX18,DISC1
STX18,ZW10
STX18,BNIP1
STX18,RINT1
STX18,ENSG00000170091
USO1,ESCO1
USO1,PTP4A3
USO1,RAD54L2
USO1,MSS51
USO1,FMN2
USO1,PNISR
USO1,DCTN1
USO1,DCTN2
USO1,COPS4
USO1,ARF6
USO1,EYA3
USO1,C1orf94
USO1,PRICKLE2
USO1,PRICKLE3
USO1,CACNG5
USO1,CACNG7
USO1,CACTIN
USO1,GORASP1
USO1,ELAVL3
USO1,RAPSN
USO1,GABPB1
USO1,GSTK1
USO1,MOB2
USO1,COPS3
USO1,DAAM1
USO1,FAM161B
USO1,FAH
USO1,EYA4
USO1,FAM89A
USO1,GOLGA2
USO1,SCRT1
USO1,GOLGB1
USO1,KIFC3
C11orf58,ENSG00000204523
C11orf58,IKBKE
C11orf58,MCC
CTSE,ENSG00000096155
CTSE,ENSG00000206313
CTSE,BAG6
SHBG,DSTN
SHBG,MT2A
SHBG,SORD
SHBG,APEH
SHBG,NOMO1
SHBG,SNAPIN
SHBG,USH1C
SHBG,ENSG00000198904
SHBG,ENSG00000215361
SHBG,CLDN4
SHBG,FYTTD1
SHBG,MPDU1
SHBG,MT1G
SHBG,MXD4
SHBG,RMND5B
SHBG,ZC3H12A
A4GALT,B3GALNT1
A4GALT,HEXB
B3GALNT1,B3GALT5
B3GALNT1,NAGA
B3GALNT1,GBGT1
AAAS,IL4I1
AAAS,NUP155
AAAS,NUP188
AAAS,NUP205
AAAS,NUP210
AAAS,NUP35
AAAS,NUP43
AAAS,NUP54
AAAS,NUP85
AAAS,NUP88
AAAS,NUP93
AAAS,NUP98
AAAS,NUPL1
AAAS,NUPL2
AAAS,POM121C
AAAS,RAE1
AAAS,CCNG2
AAAS,TTK
AAAS,NUP160
AAAS,TPR
AAAS,ARHGAP1
AAAS,NUP37
IL4I1,NUP155
IL4I1,NUP188
IL4I1,NUP205
IL4I1,NUP210
IL4I1,NUP35
IL4I1,NUP43
IL4I1,NUP54
IL4I1,NUP85
IL4I1,NUP88
IL4I1,NUP93
IL4I1,NUP98
IL4I1,NUPL1
IL4I1,NUPL2
IL4I1,POM121C
IL4I1,RAE1
IL4I1,NUP160
IL4I1,TPR
IL4I1,NUP37
NUP155,NUP188
NUP155,NUP205
NUP155,NUP210
NUP155,NUP35
NUP155,NUP43
NUP155,NUP54
NUP155,NUP85
NUP155,NUP88
NUP155,NUP93
NUP155,NUP98
NUP155,NUPL1
NUP155,NUPL2
NUP155,POM121C
NUP155,RAE1
NUP155,ENSG00000204523
NUP155,MCC
NUP155,EPB41
NUP155,ENSG00000100357
NUP155,NUP160
NUP155,TRAF6
NUP155,TPR
NUP155,VHL
NUP155,DBI
NUP155,EIF3L
NUP155,NUP37
NUP188,NUP205
NUP188,NUP210
NUP188,NUP35
NUP188,NUP43
