pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
KEGG_GNRH_SIGNALING_PATHWAY,0.004082691,101,2,MAPK7  RAF1,1,0,1
REACTOME_SIGNALING_BY_PDGF,0.005896844,122,2,PLAT  RAF1,1,0,1
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,0.006277321,126,2,MAPK7  RAF1,1,0,1
PID_PDGFRBPATHWAY,0.006569889,129,2,MYC  RAF1,1,0,1
REACTOME_RAF_MAP_KINASE_CASCADE,0.00946161,10,1,RAF1,1,0,1
BIOCARTA_CDK5_PATHWAY,0.010403092,11,1,RAF1,1,0,1
REACTOME_BILE_SALT_AND_ORGANIC_ANION_SLC_TRANSPORTERS,0.010403092,11,1,SLC47A1,1,0,1
BIOCARTA_BARR_MAPK_PATHWAY,0.011343727,12,1,RAF1,1,0,1
BIOCARTA_FIBRINOLYSIS_PATHWAY,0.011343727,12,1,PLAT,1,0,1
REACTOME_ERKS_ARE_INACTIVATED,0.011343727,12,1,MAPK7,1,0,1
REACTOME_P38MAPK_EVENTS,0.012283514,13,1,RALGDS,1,0,1
BIOCARTA_PLATELETAPP_PATHWAY,0.013222455,14,1,PLAT,1,0,1
PID_TCRRASPATHWAY,0.013222455,14,1,RAF1,1,0,1
REACTOME_SOS_MEDIATED_SIGNALLING,0.013222455,14,1,RAF1,1,0,1
BIOCARTA_BARRESTIN_SRC_PATHWAY,0.01416055,15,1,RAF1,1,0,1
BIOCARTA_IL3_PATHWAY,0.01416055,15,1,RAF1,1,0,1
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,0.01416055,15,1,RAF1,1,0,1
REACTOME_SHC_MEDIATED_SIGNALLING,0.01416055,15,1,RAF1,1,0,1
REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN,0.01416055,15,1,RAF1,1,0,1
ST_G_ALPHA_S_PATHWAY,0.015097801,16,1,RAF1,1,0,1
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,0.01594186,205,2,MAPK7  RAF1,1,0,1
BIOCARTA_ARF_PATHWAY,0.016034207,17,1,MYC,1,0,1
REACTOME_ARMS_MEDIATED_ACTIVATION,0.016034207,17,1,RAF1,1,0,1
REACTOME_RAP1_SIGNALLING,0.016034207,17,1,RAF1,1,0,1
REACTOME_SHC_RELATED_EVENTS,0.016034207,17,1,RAF1,1,0,1
BIOCARTA_CARDIACEGF_PATHWAY,0.01696977,18,1,MYC,1,0,1
BIOCARTA_ERK5_PATHWAY,0.01696977,18,1,MAPK7,1,0,1
BIOCARTA_NGF_PATHWAY,0.01696977,18,1,RAF1,1,0,1
BIOCARTA_SPRY_PATHWAY,0.01696977,18,1,RAF1,1,0,1
BIOCARTA_TEL_PATHWAY,0.01696977,18,1,MYC,1,0,1
BIOCARTA_EPO_PATHWAY,0.01790449,19,1,RAF1,1,0,1
BIOCARTA_MAL_PATHWAY,0.01790449,19,1,RAF1,1,0,1
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,0.01790449,19,1,RAF1,1,0,1
BIOCARTA_AMI_PATHWAY,0.018838368,20,1,PLAT,1,0,1
REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING,0.018838368,20,1,RAF1,1,0,1
BIOCARTA_IGF1_PATHWAY,0.019771404,21,1,RAF1,1,0,1
PID_P38_MK2PATHWAY,0.019771404,21,1,RAF1,1,0,1
REACTOME_ERK_MAPK_TARGETS,0.019771404,21,1,MAPK7,1,0,1
BIOCARTA_CERAMIDE_PATHWAY,0.0207036,22,1,RAF1,1,0,1
BIOCARTA_HER2_PATHWAY,0.0207036,22,1,RAF1,1,0,1
BIOCARTA_IL2_PATHWAY,0.0207036,22,1,RAF1,1,0,1
BIOCARTA_IL6_PATHWAY,0.0207036,22,1,RAF1,1,0,1
BIOCARTA_INSULIN_PATHWAY,0.0207036,22,1,RAF1,1,0,1
BIOCARTA_SPPA_PATHWAY,0.0207036,22,1,RAF1,1,0,1
PID_HEDGEHOG_2PATHWAY,0.0207036,22,1,LRPAP1,1,0,1
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING,0.0207036,22,1,RAF1,1,0,1
BIOCARTA_CCR3_PATHWAY,0.021634956,23,1,RAF1,1,0,1
BIOCARTA_CTCF_PATHWAY,0.021634956,23,1,MYC,1,0,1
BIOCARTA_IGF1R_PATHWAY,0.021634956,23,1,RAF1,1,0,1
BIOCARTA_CXCR4_PATHWAY,0.022565473,24,1,RAF1,1,0,1
BIOCARTA_ECM_PATHWAY,0.022565473,24,1,RAF1,1,0,1
BIOCARTA_TPO_PATHWAY,0.022565473,24,1,RAF1,1,0,1
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,0.022565473,24,1,MAPK7,1,0,1
PID_MYC_PATHWAY,0.023495152,25,1,MYC,1,0,1
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.023495152,25,1,TPM3,1,0,1
BIOCARTA_RACCYCD_PATHWAY,0.024423992,26,1,RAF1,1,0,1
BIOCARTA_WNT_PATHWAY,0.024423992,26,1,MYC,1,0,1
PID_IL3_PATHWAY,0.025351996,27,1,CNKSR1,1,0,1
REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS,0.025351996,27,1,RAF1,1,0,1
REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,0.025351996,27,1,MYC,1,0,1
REACTOME_STRIATED_MUSCLE_CONTRACTION,0.025351996,27,1,TPM3,1,0,1
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES,0.025351996,27,1,RAF1,1,0,1
BIOCARTA_GH_PATHWAY,0.026279163,28,1,RAF1,1,0,1
PID_LIS1PATHWAY,0.026279163,28,1,LRPAP1,1,0,1
BIOCARTA_VIP_PATHWAY,0.027205495,29,1,MYC,1,0,1
PID_INTEGRIN2_PATHWAY,0.027205495,29,1,PLAT,1,0,1
PID_REELINPATHWAY,0.027205495,29,1,LRPAP1,1,0,1
PID_IGF1_PATHWAY,0.028130992,30,1,RAF1,1,0,1
PID_IL2_STAT5PATHWAY,0.028130992,30,1,MYC,1,0,1
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,0.028130992,30,1,MAPK7,1,0,1
BIOCARTA_EGF_PATHWAY,0.029055654,31,1,RAF1,1,0,1
BIOCARTA_PYK2_PATHWAY,0.029055654,31,1,RAF1,1,0,1
PID_AR_NONGENOMIC_PATHWAY,0.029055654,31,1,RAF1,1,0,1
PID_CD40_PATHWAY,0.029055654,31,1,MYC,1,0,1
BIOCARTA_HDAC_PATHWAY,0.029979483,32,1,MAPK7,1,0,1
BIOCARTA_PDGF_PATHWAY,0.029979483,32,1,RAF1,1,0,1
REACTOME_POST_NMDA_RECEPTOR_ACTIVATION_EVENTS,0.030902479,33,1,RAF1,1,0,1
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM,0.031824644,34,1,DNMT3A,1,0,1
PID_IL2_PI3KPATHWAY,0.031824644,34,1,MYC,1,0,1
PID_PI3KCIAKTPATHWAY,0.032745977,35,1,RAF1,1,0,1
ST_G_ALPHA_I_PATHWAY,0.032745977,35,1,RAF1,1,0,1
BIOCARTA_AT1R_PATHWAY,0.033666479,36,1,RAF1,1,0,1
REACTOME_FRS2_MEDIATED_CASCADE,0.033666479,36,1,RAF1,1,0,1
ST_ADRENERGIC,0.033666479,36,1,RAF1,1,0,1
BIOCARTA_BCR_PATHWAY,0.034586151,37,1,RAF1,1,0,1
BIOCARTA_GPCR_PATHWAY,0.034586151,37,1,RAF1,1,0,1
BIOCARTA_MET_PATHWAY,0.034586151,37,1,RAF1,1,0,1
PID_GMCSF_PATHWAY,0.034586151,37,1,RAF1,1,0,1
REACTOME_ACTIVATION_OF_NMDA_RECEPTOR_UPON_GLUTAMATE_BINDING_AND_POSTSYNAPTIC_EVENTS,0.034586151,37,1,RAF1,1,0,1
BIOCARTA_INTEGRIN_PATHWAY,0.035504994,38,1,RAF1,1,0,1
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,0.035504994,38,1,MYC,1,0,1
BIOCARTA_FMLP_PATHWAY,0.036423009,39,1,RAF1,1,0,1
BIOCARTA_P38MAPK_PATHWAY,0.037340195,40,1,MYC,1,0,1
PID_FOXM1PATHWAY,0.037340195,40,1,MYC,1,0,1
ST_B_CELL_ANTIGEN_RECEPTOR,0.037340195,40,1,RAF1,1,0,1
ST_JNK_MAPK_PATHWAY,0.037340195,40,1,MAPK7,1,0,1
BIOCARTA_FCER1_PATHWAY,0.038256555,41,1,RAF1,1,0,1
PID_AMB2_NEUTROPHILS_PATHWAY,0.038256555,41,1,PLAT,1,0,1
PID_ERBB1_INTERNALIZATION_PATHWAY,0.038256555,41,1,RAF1,1,0,1
REACTOME_IL_2_SIGNALING,0.038256555,41,1,RAF1,1,0,1
PID_CXCR3PATHWAY,0.040086795,43,1,RAF1,1,0,1
PID_ERBB2ERBB3PATHWAY,0.041000678,44,1,RAF1,1,0,1
BIOCARTA_BIOPEPTIDES_PATHWAY,0.041913736,45,1,RAF1,1,0,1
ST_T_CELL_SIGNAL_TRANSDUCTION,0.041913736,45,1,RAF1,1,0,1
BIOCARTA_KERATINOCYTE_PATHWAY,0.04282597,46,1,RAF1,1,0,1
PID_PS1PATHWAY,0.04282597,46,1,MYC,1,0,1
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,0.04282597,46,1,MYC,1,0,1
SIG_BCR_SIGNALING_PATHWAY,0.04282597,46,1,RAF1,1,0,1
PID_IL6_7PATHWAY,0.043737382,47,1,MYC,1,0,1
PID_LKB1_PATHWAY,0.043737382,47,1,MYC,1,0,1
REACTOME_MUSCLE_CONTRACTION,0.044647971,48,1,TPM3,1,0,1
BIOCARTA_TCR_PATHWAY,0.045557739,49,1,RAF1,1,0,1
REACTOME_MAP_KINASE_ACTIVATION_IN_TLR_CASCADE,0.046466686,50,1,MAPK7,1,0,1
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.047374813,51,1,RAF1,1,0,1
PID_CASPASE_PATHWAY,0.048282121,52,1,TFAP2A,1,0,1
PID_KITPATHWAY,0.048282121,52,1,RAF1,1,0,1
BIOCARTA_NFAT_PATHWAY,0.051903171,56,1,RAF1,1,0,1
BIOCARTA_PPARA_PATHWAY,0.053708798,58,1,MYC,1,0,1
PID_SHP2_PATHWAY,0.053708798,58,1,RAF1,1,0,1
PID_FAK_PATHWAY,0.054610389,59,1,RAF1,1,0,1
PID_NOTCH_PATHWAY,0.054610389,59,1,MYC,1,0,1
PID_P53REGULATIONPATHWAY,0.054610389,59,1,RASSF1,1,0,1
PID_FCER1PATHWAY,0.057310282,62,1,RAF1,1,0,1
PID_ENDOTHELINPATHWAY,0.058208622,63,1,RAF1,1,0,1
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0.058208622,63,1,MYC,1,0,1
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.059106151,64,1,RAF1,1,0,1
KEGG_GLIOMA,0.06000287,65,1,RAF1,1,0,1
PID_BCR_5PATHWAY,0.06000287,65,1,RAF1,1,0,1
PID_CD8TCRDOWNSTREAMPATHWAY,0.06000287,65,1,RAF1,1,0,1
PID_ERA_GENOMIC_PATHWAY,0.06000287,65,1,MYC,1,0,1
PID_RB_1PATHWAY,0.06000287,65,1,RAF1,1,0,1
REACTOME_CYCLIN_E_ASSOCIATED_EVENTS_DURING_G1_S_TRANSITION_,0.06000287,65,1,MYC,1,0,1
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.061793879,67,1,MYC,1,0,1
PID_TELOMERASEPATHWAY,0.062688171,68,1,MYC,1,0,1
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.063581655,69,1,PLAT,1,0,1
PID_MTOR_4PATHWAY,0.063581655,69,1,RAF1,1,0,1
PID_VEGFR1_2_PATHWAY,0.063581655,69,1,RAF1,1,0,1
KEGG_LONG_TERM_DEPRESSION,0.064474332,70,1,RAF1,1,0,1
KEGG_LONG_TERM_POTENTIATION,0.064474332,70,1,RAF1,1,0,1
KEGG_RENAL_CELL_CARCINOMA,0.064474332,70,1,RAF1,1,0,1
PID_AP1_PATHWAY,0.064474332,70,1,MYC,1,0,1
PID_CDC42_PATHWAY,0.064474332,70,1,RAF1,1,0,1
REACTOME_SIGNALING_BY_NOTCH1,0.064474332,70,1,MYC,1,0,1
KEGG_MELANOMA,0.065366203,71,1,RAF1,1,0,1
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,0.066257268,72,1,MAPK7,1,0,1
PID_E2F_PATHWAY,0.068036985,74,1,MYC,1,0,1
REACTOME_TRIF_MEDIATED_TLR3_SIGNALING,0.068036985,74,1,MAPK7,1,0,1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.068925638,75,1,RAF1,1,0,1
KEGG_VEGF_SIGNALING_PATHWAY,0.069813488,76,1,RAF1,1,0,1
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION,0.070700536,77,1,MAPK7,1,0,1
REACTOME_SIGNALING_BY_SCF_KIT,0.071586783,78,1,RAF1,1,0,1
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY,0.072472228,79,1,RAF1,1,0,1
PID_MYC_ACTIVPATHWAY,0.072472228,79,1,MYC,1,0,1
PID_P73PATHWAY,0.072472228,79,1,MYC,1,0,1
KEGG_CARDIAC_MUSCLE_CONTRACTION,0.073356874,80,1,TPM3,1,0,1
PID_BETACATENIN_NUC_PATHWAY,0.073356874,80,1,MYC,1,0,1
PID_MET_PATHWAY,0.073356874,80,1,RAF1,1,0,1
PID_SMAD2_3NUCLEARPATHWAY,0.075123768,82,1,MYC,1,0,1
ST_INTEGRIN_SIGNALING_PATHWAY,0.075123768,82,1,RAF1,1,0,1
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,0.076006018,83,1,MAPK7,1,0,1
KEGG_SMALL_CELL_LUNG_CANCER,0.07688747,84,1,MYC,1,0,1
PID_CMYB_PATHWAY,0.07688747,84,1,MYC,1,0,1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.077768126,85,1,TPM3,1,0,1
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION,0.078647986,86,1,RAF1,1,0,1
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.078647986,86,1,MYC,1,0,1
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.07952705,87,1,RAF1,1,0,1
KEGG_PROSTATE_CANCER,0.081282796,89,1,RAF1,1,0,1
REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS,0.081282796,89,1,SLC47A1,1,0,1
WNT_SIGNALING,0.081282796,89,1,MYC,1,0,1
REACTOME_SIGNALING_BY_ERBB4,0.082159478,90,1,RAF1,1,0,1
KEGG_DILATED_CARDIOMYOPATHY,0.083910466,92,1,TPM3,1,0,1
REACTOME_ACTIVATED_TLR4_SIGNALLING,0.084784773,93,1,MAPK7,1,0,1
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.086531016,95,1,RAF1,1,0,1
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.088274102,97,1,RAF1,1,0,1
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR,0.090882823,100,1,RAF1,1,0,1
REACTOME_SIGNALING_BY_ERBB2,0.091750825,101,1,RAF1,1,0,1
KEGG_MELANOGENESIS,0.092618041,102,1,RAF1,1,0,1
REACTOME_SIGNALING_BY_NOTCH,0.093484473,103,1,MYC,1,0,1
REACTOME_SIGNALING_BY_ILS,0.096942368,107,1,RAF1,1,0,1
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.097804887,108,1,RAF1,1,0,1
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.097804887,108,1,RAF1,1,0,1
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,0.098666626,109,1,RAF1,1,0,1
REACTOME_S_PHASE,0.098666626,109,1,MYC,1,0,1
REACTOME_G1_S_TRANSITION,0.101247166,112,1,MYC,1,0,1
REACTOME_SIGNALING_BY_FGFR,0.101247166,112,1,RAF1,1,0,1
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,0.103820705,115,1,RAF1,1,0,1
REACTOME_TOLL_RECEPTOR_CASCADES,0.106387263,118,1,MAPK7,1,0,1
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,0.114045219,127,1,RAF1,1,0,1
KEGG_CELL_CYCLE,0.114892254,128,1,MYC,1,0,1
KEGG_INSULIN_SIGNALING_PATHWAY,0.122481129,137,1,RAF1,1,0,1
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.122481129,137,1,RAF1,1,0,1
REACTOME_MITOTIC_G1_G1_S_PHASES,0.122481129,137,1,MYC,1,0,1
REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL,0.122481129,137,1,RAF1,1,0,1
KEGG_WNT_SIGNALING_PATHWAY,0.13416364,151,1,MYC,1,0,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,0.137474341,155,1,MYC,1,0,1
REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES,0.162728674,186,1,RAF1,1,0,1
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.165935798,190,1,RAF1,1,0,1
KEGG_FOCAL_ADHESION,0.174695488,201,1,RAF1,1,0,1
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.18022438,208,1,RAF1,1,0,1
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.186500144,216,1,RAF1,1,0,1
REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT,0.205819851,241,1,SLC47A1,1,0,1
