pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
PID_ARF6_TRAFFICKINGPATHWAY,0.001439599,49,2,ITGA1  ITGA11,1,0,2
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,0.002442165,64,2,COL2A1  COL6A2,1,0,2
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL,0.002913283,70,2,ICAM2  ITGAL,1,0,2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC,0.003423672,76,2,ITGA1  ITGA11,1,0,2
ST_INTEGRIN_SIGNALING_PATHWAY,0.003972816,82,2,ITGA1  ITGA11,1,0,2
KEGG_SMALL_CELL_LUNG_CANCER,0.004164388,84,2,COL4A6  FN1,1,0,2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,0.004261761,85,2,ITGA1  ITGA11,1,0,2
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_,0.004661786,89,2,CFD  FN1,1,0,2
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,0.004868083,91,2,FN1  ITGAL,1,0,2
KEGG_DILATED_CARDIOMYOPATHY,0.004972794,92,2,ITGA1  ITGA11,1,0,2
PID_CXCR4_PATHWAY,0.006076677,102,2,ITGA1  ITGA11,1,0,2
REACTOME_SIGNALING_BY_PDGF,0.008586995,122,2,COL2A1  COL6A2,1,0,2
KEGG_CELL_ADHESION_MOLECULES_CAMS,0.010280788,134,2,ICAM2  ITGAL,1,0,2
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY,0.010725642,137,2,ICAM2  ITGAL,1,0,2
BIOCARTA_EPHA4_PATHWAY,0.011443231,10,1,ITGA1,1,0,2
BIOCARTA_BLYMPHOCYTE_PATHWAY,0.01258064,11,1,ITGAL,1,0,2
BIOCARTA_LYM_PATHWAY,0.01258064,11,1,ITGAL,1,0,2
BIOCARTA_MONOCYTE_PATHWAY,0.01258064,11,1,ITGAL,1,0,2
BIOCARTA_VITCB_PATHWAY,0.01258064,11,1,COL4A6,1,0,2
BIOCARTA_ACE2_PATHWAY,0.014851704,13,1,COL4A6,1,0,2
BIOCARTA_GRANULOCYTES_PATHWAY,0.015985361,14,1,ITGAL,1,0,2
BIOCARTA_PLATELETAPP_PATHWAY,0.015985361,14,1,COL4A6,1,0,2
BIOCARTA_TCYTOTOXIC_PATHWAY,0.015985361,14,1,ITGAL,1,0,2
BIOCARTA_THELPER_PATHWAY,0.015985361,14,1,ITGAL,1,0,2
BIOCARTA_CTL_PATHWAY,0.017117771,15,1,ITGAL,1,0,2
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTERGRINS_,0.017117771,15,1,FN1,1,0,2
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,0.017117771,15,1,ITGA1,1,0,2
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS,0.017117771,15,1,FN1,1,0,2
BIOCARTA_BCELLSURVIVAL_PATHWAY,0.018248934,16,1,ITGA1,1,0,2
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT,0.018248934,16,1,CFD,1,0,2
BIOCARTA_LAIR_PATHWAY,0.019378852,17,1,ITGAL,1,0,2
PID_INTEGRIN5_PATHWAY,0.019378852,17,1,FN1,1,0,2
BIOCARTA_UCALPAIN_PATHWAY,0.020507525,18,1,ITGA1,1,0,2
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA,0.020507525,18,1,TCEB1,1,0,2
BIOCARTA_COMP_PATHWAY,0.021634956,19,1,CFD,1,0,2
PID_HIF1APATHWAY,0.021634956,19,1,TCEB1,1,0,2
BIOCARTA_AMI_PATHWAY,0.022761146,20,1,COL4A6,1,0,2
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.023593651,208,2,CFD  FN1,1,0,2
BIOCARTA_SPPA_PATHWAY,0.025009807,22,1,ITGA1,1,0,2
BIOCARTA_INTRINSIC_PATHWAY,0.02613228,23,1,COL4A6,1,0,2
PID_PRLSIGNALINGEVENTSPATHWAY,0.02613228,23,1,ITGA1,1,0,2
BIOCARTA_ECM_PATHWAY,0.027253517,24,1,ITGA1,1,0,2
BIOCARTA_MCALPAIN_PATHWAY,0.02837352,25,1,ITGA1,1,0,2
PID_INTEGRIN_A9B1_PATHWAY,0.02837352,25,1,FN1,1,0,2
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN,0.02837352,25,1,TCEB1,1,0,2
REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.02837352,25,1,ITGA1,1,0,2
REACTOME_INTEGRIN_ALPHAIIB_BETA3_SIGNALING,0.030609825,27,1,FN1,1,0,2
REACTOME_RECYCLING_PATHWAY_OF_L1,0.030609825,27,1,MSN,1,0,2
PID_SYNDECAN_4_PATHWAY,0.03617907,32,1,FN1,1,0,2
REACTOME_COMPLEMENT_CASCADE,0.03617907,32,1,CFD,1,0,2
REACTOME_ELONGATION_ARREST_AND_RECOVERY,0.03617907,32,1,TCEB1,1,0,2
PID_INTEGRIN_A4B1_PATHWAY,0.037289241,33,1,FN1,1,0,2
PID_SYNDECAN_2_PATHWAY,0.037289241,33,1,FN1,1,0,2
PID_HIF2PATHWAY,0.038398188,34,1,TCEB1,1,0,2
KEGG_PRIMARY_IMMUNODEFICIENCY,0.039505913,35,1,IGLL1,1,0,2
BIOCARTA_AGR_PATHWAY,0.040612417,36,1,ITGA1,1,0,2
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION,0.040612417,36,1,FN1,1,0,2
BIOCARTA_MET_PATHWAY,0.041717703,37,1,ITGA1,1,0,2
BIOCARTA_INTEGRIN_PATHWAY,0.04282177,38,1,ITGA1,1,0,2
PID_ER_NONGENOMIC_PATHWAY,0.046126676,41,1,MSN,1,0,2
PID_BMPPATHWAY,0.047225883,42,1,FST,1,0,2
PID_UPA_UPAR_PATHWAY,0.047225883,42,1,FN1,1,0,2
PID_CXCR3PATHWAY,0.04832388,43,1,ITGAL,1,0,2
PID_TCPTP_PATHWAY,0.04832388,43,1,ITGA1,1,0,2
PID_RHOA_PATHWAY,0.050516242,45,1,MSN,1,0,2
REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX_,0.050516242,45,1,TCEB1,1,0,2
REACTOME_MUSCLE_CONTRACTION,0.053795729,48,1,ITGA1,1,0,2
PID_ANGIOPOIETINRECEPTOR_PATHWAY,0.055976032,50,1,FN1,1,0,2
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G,0.058151528,52,1,TCEB1,1,0,2
PID_CD8TCRPATHWAY,0.059237478,53,1,RASSF5,1,0,2
KEGG_NON_SMALL_CELL_LUNG_CANCER,0.060322229,54,1,RASSF5,1,0,2
PID_AR_PATHWAY,0.067882059,61,1,RANBP9,1,0,2
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS,0.067882059,61,1,TCEB1,1,0,2
PID_BCR_5PATHWAY,0.072175806,65,1,SH3BP5,1,0,2
PID_TCR_PATHWAY,0.073246283,66,1,RASSF5,1,0,2
REACTOME_SEMAPHORIN_INTERACTIONS,0.075383693,68,1,ITGA1,1,0,2
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,0.07645063,69,1,CFD,1,0,2
KEGG_RENAL_CELL_CARCINOMA,0.077516388,70,1,TCEB1,1,0,2
KEGG_VIRAL_MYOCARDITIS,0.080706611,73,1,ITGAL,1,0,2
PID_MET_PATHWAY,0.088109474,80,1,RANBP9,1,0,2
REACTOME_AMYLOIDS,0.091264644,83,1,TGFBI,1,0,2
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.094409369,86,1,FST,1,0,2
KEGG_HEMATOPOIETIC_CELL_LINEAGE,0.096500067,88,1,ITGA1,1,0,2
REACTOME_LATE_PHASE_OF_HIV_LIFE_CYCLE,0.113060242,104,1,TCEB1,1,0,2
REACTOME_RNA_POL_II_TRANSCRIPTION,0.114085555,105,1,TCEB1,1,0,2
REACTOME_HIV_LIFE_CYCLE,0.134355289,125,1,TCEB1,1,0,2
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS,0.141344309,132,1,TCEB1,1,0,2
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,0.147291909,138,1,TCEB1,1,0,2
REACTOME_HIV_INFECTION,0.212918023,207,1,TCEB1,1,0,2
REACTOME_TRANSCRIPTION,0.215658806,210,1,TCEB1,1,0,2
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,0.21748092,212,1,TCEB1,1,0,2
