pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community 
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,0.014312095,36,1,RPS6KB1,1,0,6
ST_PHOSPHOINOSITIDE_3_KINASE_PATHWAY,0.014707081,37,1,RPS6KB1,1,0,6
BIOCARTA_IL2RB_PATHWAY,0.015101929,38,1,RPS6KB1,1,0,6
PID_AMB2_NEUTROPHILS_PATHWAY,0.016285641,41,1,PRKCZ,1,0,6
PID_RHOA_PATHWAY,0.017861988,45,1,PRKCZ,1,0,6
PID_A6B1_A6B4_INTEGRIN_PATHWAY,0.018255729,46,1,RPS6KB1,1,0,6
PID_TNFPATHWAY,0.018255729,46,1,PRKCZ,1,0,6
KEGG_TYPE_II_DIABETES_MELLITUS,0.018649332,47,1,PRKCZ,1,0,6
PID_CERAMIDE_PATHWAY,0.019042797,48,1,PRKCZ,1,0,6
PID_ANGIOPOIETINRECEPTOR_PATHWAY,0.019829312,50,1,RPS6KB1,1,0,6
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES,0.020222363,51,1,RPS6KB1,1,0,6
KEGG_MTOR_SIGNALING_PATHWAY,0.020615276,52,1,RPS6KB1,1,0,6
PID_KITPATHWAY,0.020615276,52,1,RPS6KB1,1,0,6
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,0.021008051,53,1,PICALM,1,0,6
PID_NFAT_3PATHWAY,0.021400689,54,1,PRKCZ,1,0,6
PID_TGFBRPATHWAY,0.021793188,55,1,RPS6KB1,1,0,6
BIOCARTA_NFAT_PATHWAY,0.02218555,56,1,RPS6KB1,1,0,6
PID_TXA2PATHWAY,0.022577774,57,1,PRKCZ,1,0,6
KEGG_ACUTE_MYELOID_LEUKEMIA,0.02375362,60,1,RPS6KB1,1,0,6
REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING,0.02375362,60,1,PICALM,1,0,6
PID_TRKRPATHWAY,0.02453683,62,1,PRKCZ,1,0,6
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,0.024928228,63,1,PRKCZ,1,0,6
PID_IL4_2PATHWAY,0.025710613,65,1,RPS6KB1,1,0,6
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES,0.026492449,67,1,RPS6KB1,1,0,6
PID_TELOMERASEPATHWAY,0.026883161,68,1,RPS6KB1,1,0,6
PID_MTOR_4PATHWAY,0.027273735,69,1,RPS6KB1,1,0,6
PID_P75NTRPATHWAY,0.027273735,69,1,PRKCZ,1,0,6
REACTOME_PI3K_CASCADE,0.028054473,71,1,RPS6KB1,1,0,6
PID_AVB3_INTEGRIN_PATHWAY,0.029614304,75,1,RPS6KB1,1,0,6
PID_MET_PATHWAY,0.031561013,80,1,PRKCZ,1,0,6
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.031949944,81,1,MCFD2,1,0,6
KEGG_TGF_BETA_SIGNALING_PATHWAY,0.033892551,86,1,RPS6KB1,1,0,6
BIOCARTA_MAPK_PATHWAY,0.034280663,87,1,RPS6KB1,1,0,6
KEGG_ERBB_SIGNALING_PATHWAY,0.034280663,87,1,RPS6KB1,1,0,6
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,0.034280663,87,1,RPS6KB1,1,0,6
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.038154285,97,1,RPS6KB1,1,0,6
PID_CXCR4_PATHWAY,0.040085992,102,1,PRKCZ,1,0,6
PID_ERBB1_DOWNSTREAM_PATHWAY,0.041243386,105,1,PRKCZ,1,0,6
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,0.042399559,108,1,RPS6KB1,1,0,6
REACTOME_MEMBRANE_TRAFFICKING,0.050458669,129,1,PICALM,1,0,6
KEGG_TIGHT_JUNCTION,0.052368733,134,1,PRKCZ,1,0,6
KEGG_ENDOCYTOSIS,0.070910197,183,1,PRKCZ,1,0,6
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.072784211,188,1,MCFD2,1,0,6
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.073532891,190,1,PRKCZ,1,0,6
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,0.080247236,208,1,PRKCZ,1,0,6
