pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,0.019626649,33,1,SEC23A,1,0,3
PID_EPHA_FWDPATHWAY,0.020215845,34,1,CRKL,1,0,3
PID_EPOPATHWAY,0.020215845,34,1,CRKL,1,0,3
REACTOME_GLUCONEOGENESIS,0.020215845,34,1,ENO3,1,0,3
BIOCARTA_MET_PATHWAY,0.021981486,37,1,CRKL,1,0,3
BIOCARTA_IL2RB_PATHWAY,0.022569385,38,1,CRKL,1,0,3
BIOCARTA_INTEGRIN_PATHWAY,0.022569385,38,1,CRKL,1,0,3
PID_IFNGPATHWAY,0.023744211,40,1,CRKL,1,0,3
REACTOME_IL_3_5_AND_GM_CSF_SIGNALING,0.025504023,43,1,CRKL,1,0,3
ST_DIFFERENTIATION_PATHWAY_IN_PC12_CELLS,0.026675614,45,1,CRKL,1,0,3
PID_TNFPATHWAY,0.027260926,46,1,MAP4K5,1,0,3
PID_HEDGEHOG_GLIPATHWAY,0.028430581,48,1,CSNK1G3,1,0,3
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.028430581,48,1,RQCD1,1,0,3
PID_FOXOPATHWAY,0.029014925,49,1,CSNK1G3,1,0,3
PID_KITPATHWAY,0.030766025,52,1,CRKL,1,0,3
KEGG_HEDGEHOG_SIGNALING_PATHWAY,0.033096322,56,1,CSNK1G3,1,0,3
PID_P53REGULATIONPATHWAY,0.034840673,59,1,CSNK1G3,1,0,3
KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.036582139,62,1,ENO3,1,0,3
PID_FCER1PATHWAY,0.036582139,62,1,WIPF1,1,0,3
PID_TRKRPATHWAY,0.036582139,62,1,CRKL,1,0,3
REACTOME_GLUCOSE_METABOLISM,0.040634364,69,1,ENO3,1,0,3
KEGG_RENAL_CELL_CARCINOMA,0.041211976,70,1,CRKL,1,0,3
REACTOME_SIGNALING_BY_NOTCH1,0.041211976,70,1,MIB2,1,0,3
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.0429429,73,1,CRKL,1,0,3
PID_MET_PATHWAY,0.04697059,80,1,CRKL,1,0,3
REACTOME_UNFOLDED_PROTEIN_RESPONSE,0.04697059,80,1,ASNS,1,0,3
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,0.047544704,81,1,SEC23A,1,0,3
REACTOME_L1CAM_INTERACTIONS,0.050410522,86,1,ANK3,1,0,3
BIOCARTA_MAPK_PATHWAY,0.050982736,87,1,MAP4K5,1,0,3
KEGG_ERBB_SIGNALING_PATHWAY,0.050982736,87,1,CRKL,1,0,3
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,0.053268433,91,1,SEC23A,1,0,3
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,0.055549083,95,1,CRKL,1,0,3
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS,0.056687519,97,1,CRKL,1,0,3
REACTOME_SIGNALING_BY_NOTCH,0.060095282,103,1,MIB2,1,0,3
REACTOME_SIGNALING_BY_ILS,0.062360851,107,1,CRKL,1,0,3
REACTOME_SIGNALING_BY_PDGF,0.070812224,122,1,CRKL,1,0,3
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,0.073054099,126,1,CRKL,1,0,3
REACTOME_MEMBRANE_TRAFFICKING,0.074732251,129,1,SEC23A,1,0,3
REACTOME_DIABETES_PATHWAYS,0.076965454,133,1,ASNS,1,0,3
KEGG_INSULIN_SIGNALING_PATHWAY,0.079193716,137,1,CRKL,1,0,3
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,0.107175131,188,1,SEC23A,1,0,3
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.108256387,190,1,CRKL,1,0,3
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.113644685,200,1,ASNS,1,0,3
KEGG_FOCAL_ADHESION,0.11418187,201,1,CRKL,1,0,3
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,0.122203916,216,1,CRKL,1,0,3
REACTOME_METABOLISM_OF_CARBOHYDRATES,0.138572189,247,1,ENO3,1,0,3
