pathway,escore,pathwaySize,overlap,overlapList,keep,isSignificant,Community
REACTOME_TRAF6_MEDIATED_NFKB_ACTIVATION,0.003146851,21,1,NFKBIA,1,0,10
BIOCARTA_AKT_PATHWAY,0.003296536,22,1,NFKBIA,1,0,10
BIOCARTA_NFKB_PATHWAY,0.003446206,23,1,NFKBIA,1,0,10
PID_NFKAPPABCANONICALPATHWAY,0.003446206,23,1,NFKBIA,1,0,10
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX,0.003446206,23,1,NFKBIA,1,0,10
BIOCARTA_NTHI_PATHWAY,0.003595861,24,1,NFKBIA,1,0,10
BIOCARTA_STRESS_PATHWAY,0.003745502,25,1,NFKBIA,1,0,10
BIOCARTA_RACCYCD_PATHWAY,0.003895127,26,1,NFKBIA,1,0,10
ST_GAQ_PATHWAY,0.004194332,28,1,NFKBIA,1,0,10
BIOCARTA_VIP_PATHWAY,0.004343912,29,1,NFKBIA,1,0,10
ST_TUMOR_NECROSIS_FACTOR_PATHWAY,0.004343912,29,1,NFKBIA,1,0,10
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,0.004493478,30,1,TBK1,1,0,10
PID_AURORA_A_PATHWAY,0.004643028,31,1,NFKBIA,1,0,10
PID_AVB3_OPN_PATHWAY,0.004643028,31,1,NFKBIA,1,0,10
PID_CD40_PATHWAY,0.004643028,31,1,NFKBIA,1,0,10
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING,0.004643028,31,1,TBK1,1,0,10
BIOCARTA_DEATH_PATHWAY,0.004942084,33,1,NFKBIA,1,0,10
BIOCARTA_IL1R_PATHWAY,0.004942084,33,1,NFKBIA,1,0,10
SIG_CD40PATHWAYMAP,0.005091589,34,1,NFKBIA,1,0,10
PID_HIVNEFPATHWAY,0.005241079,35,1,NFKBIA,1,0,10
BIOCARTA_TOLL_PATHWAY,0.005540015,37,1,NFKBIA,1,0,10
PID_IL23PATHWAY,0.005540015,37,1,NFKBIA,1,0,10
REACTOME_DOWNSTREAM_TCR_SIGNALING,0.005540015,37,1,NFKBIA,1,0,10
ST_GA13_PATHWAY,0.005540015,37,1,NFKBIA,1,0,10
BIOCARTA_FMLP_PATHWAY,0.005838891,39,1,NFKBIA,1,0,10
ST_B_CELL_ANTIGEN_RECEPTOR,0.005988307,40,1,NFKBIA,1,0,10
PID_ERBB2ERBB3PATHWAY,0.006585819,44,1,NF2,1,0,10
ST_T_CELL_SIGNAL_TRANSDUCTION,0.00673516,45,1,NFKBIA,1,0,10
BIOCARTA_KERATINOCYTE_PATHWAY,0.006884486,46,1,NFKBIA,1,0,10
PID_CERAMIDE_PATHWAY,0.007183092,48,1,NFKBIA,1,0,10
BIOCARTA_TCR_PATHWAY,0.007332373,49,1,NFKBIA,1,0,10
REACTOME_TCR_SIGNALING,0.008078553,54,1,NFKBIA,1,0,10
BIOCARTA_HIVNEF_PATHWAY,0.008675227,58,1,NFKBIA,1,0,10
BIOCARTA_PPARA_PATHWAY,0.008675227,58,1,NFKBIA,1,0,10
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,0.009271662,62,1,NFKBIA,1,0,10
REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS,0.00956979,64,1,NFKBIA,1,0,10
PID_BCR_5PATHWAY,0.009718831,65,1,NFKBIA,1,0,10
ST_FAS_SIGNALING_PATHWAY,0.009718831,65,1,NFKBIA,1,0,10
PID_HDAC_CLASSI_PATHWAY,0.009867858,66,1,NFKBIA,1,0,10
PID_LYSOPHOSPHOLIPID_PATHWAY,0.009867858,66,1,NFKBIA,1,0,10
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY,0.010016869,67,1,NFKBIA,1,0,10
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.010165866,68,1,NFKBIA,1,0,10
KEGG_LEISHMANIA_INFECTION,0.010761703,72,1,NFKBIA,1,0,10
REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE,0.010761703,72,1,NFKBIA,1,0,10
KEGG_CHRONIC_MYELOID_LEUKEMIA,0.010910625,73,1,NFKBIA,1,0,10
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY,0.011208424,75,1,NFKBIA,1,0,10
REACTOME_TRAF6_MEDIATED_INDUCTION_OF_NFKB_AND_MAP_KINASES_UPON_TLR7_8_OR_9_ACTIVATION,0.011506163,77,1,NFKBIA,1,0,10
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.012101462,81,1,NFKBIA,1,0,10
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE,0.012399021,83,1,NFKBIA,1,0,10
KEGG_SMALL_CELL_LUNG_CANCER,0.012547779,84,1,NFKBIA,1,0,10
BIOCARTA_MAPK_PATHWAY,0.012993962,87,1,NFKBIA,1,0,10
KEGG_APOPTOSIS,0.013142659,88,1,NFKBIA,1,0,10
KEGG_PROSTATE_CANCER,0.013291342,89,1,NFKBIA,1,0,10
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.014480267,97,1,NFKBIA,1,0,10
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY,0.016113479,108,1,NFKBIA,1,0,10
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY,0.018782113,126,1,NFKBIA,1,0,10
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.018782113,126,1,NFKBIA,1,0,10
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.028231506,190,1,NFKBIA,1,0,10
REACTOME_SIGNALLING_BY_NGF,0.032199702,217,1,NFKBIA,1,0,10
