"pathway","escore","pathwaySize","overlap","overlapList","keep","isSignificant"
"KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM",0.0864532209344522,76,2,"IMPA2  PIKFYVE",1,0
"BIOCARTA_CD40_PATHWAY",0.092532445247695,15,1,"DUSP1",1,0
"REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS",0.092532445247695,15,1,"GABBR2",1,0
"KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM",0.0983900041450204,16,1,"GLYCTK",1,0
"KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS",0.0983900041450204,16,1,"PANK4",1,0
"REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION",0.10421004465069,17,1,"SLC6A1",1,0
"REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE",0.10421004465069,17,1,"PIKFYVE",1,0
"BIOCARTA_TNFR2_PATHWAY",0.109992805209167,18,1,"DUSP1",1,0
"REACTOME_TRANSPORT_OF_GLUCOSE_AND_OTHER_SUGARS_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS",0.11267139813787,89,2,"SLC6A1  SLC6A7",1,0
"REACTOME_SIGNALING_BY_FGFR1_FUSION_MUTANTS",0.115738522761365,19,1,"CUX1",1,0
"REACTOME_REGULATION_OF_INSULIN_SECRETION",0.121109777393343,93,2,"GATA4  ISL1",1,0
"BIOCARTA_ACTINY_PATHWAY",0.121447432754048,20,1,"WASF3",1,0
"REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY",0.121447432754048,20,1,"TRIM33",1,0
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PE",0.127119769149179,21,1,"MBOAT2",1,0
"REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS",0.127119769149179,21,1,"AP1S2",1,0
"KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS",0.129698444599118,97,2,"PIKFYVE  WASF3",1,0
"PID_HEDGEHOG_2PATHWAY",0.132755764433215,22,1,"ADRBK1",1,0
"REACTOME_ACYL_CHAIN_REMODELLING_OF_PC",0.132755764433215,22,1,"MBOAT2",1,0
"REACTOME_PHOSPHOLIPID_METABOLISM",0.136283469224366,198,3,"COL4A3BP  MBOAT2  PIKFYVE",1,0
"REACTOME_LYSOSOME_VESICLE_BIOGENESIS",0.138355649626333,23,1,"AP1S2",1,0
"BIOCARTA_NTHI_PATHWAY",0.143919654291608,24,1,"DUSP1",1,0
"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG",0.14944800654413,25,1,"NR5A2",1,0
"REACTOME_INHIBITION_OF_VOLTAGE_GATED_CA2_CHANNELS_VIA_GBETA_GAMMA_SUBUNITS",0.14944800654413,25,1,"GABBR2",1,0
"REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS",0.160398659085662,27,1,"CDH11",1,0
"REACTOME_PTM_GAMMA_CARBOXYLATION_HYPUSINE_FORMATION_AND_ARYLSULFATASE_ACTIVATION",0.160398659085662,27,1,"EIF5A2",1,0
"PID_IL8CXCR1_PATHWAY",0.165821408446196,28,1,"ADRBK1",1,0
"REACTOME_THE_ROLE_OF_NEF_IN_HIV1_REPLICATION_AND_DISEASE_PATHOGENESIS",0.165821408446196,28,1,"AP1S2",1,0
"ST_GAQ_PATHWAY",0.165821408446196,28,1,"ADRBK1",1,0
"ST_TUMOR_NECROSIS_FACTOR_PATHWAY",0.17120940355487,29,1,"AGFG1",1,0
"REACTOME_CA_DEPENDENT_EVENTS",0.176562865421648,30,1,"ADRBK1",1,0
"REACTOME_REGULATION_OF_BETA_CELL_DEVELOPMENT",0.176562865421648,30,1,"NR5A2",1,0
"REACTOME_SIGNALING_BY_FGFR1_MUTANTS",0.176562865421648,30,1,"CUX1",1,0
"REACTOME_INTEGRATION_OF_ENERGY_METABOLISM",0.181378809690621,120,2,"GATA4  ISL1",1,0
"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM",0.181882013662039,31,1,"GLYCTK",1,0
"PID_P38ALPHABETAPATHWAY",0.181882013662039,31,1,"DUSP1",1,0
"REACTOME_INWARDLY_RECTIFYING_K_CHANNELS",0.181882013662039,31,1,"GABBR2",1,0
"REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS",0.181882013662039,31,1,"COL4A3BP",1,0
"REACTOME_TRANSPORT_OF_VITAMINS_NUCLEOSIDES_AND_RELATED_MOLECULES",0.181882013662039,31,1,"SLC35B4",1,0
"BIOCARTA_RHO_PATHWAY",0.187167066505827,32,1,"ARHGAP6",1,0
"REACTOME_DAG_AND_IP3_SIGNALING",0.187167066505827,32,1,"ADRBK1",1,0
"PID_HDAC_CLASSII_PATHWAY",0.197635752046093,34,1,"ADRBK1",1,0
"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES",0.197635752046093,34,1,"ATP11C",1,0
"REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE",0.197635752046093,34,1,"SLC6A1",1,0
"SIG_CD40PATHWAYMAP",0.197635752046093,34,1,"DUSP1",1,0
"REACTOME_SIGNALING_BY_FGFR_IN_DISEASE",0.197676505757557,127,2,"ADRBK1  CUX1",1,0
"REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT",0.203863569548797,241,3,"SLC35B4  SLC6A1  SLC6A7",1,0
"BIOCARTA_AGR_PATHWAY",0.2079706404945,36,1,"GIT2",1,0
"REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION",0.2079706404945,36,1,"BHLHE41",1,0
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0.209425672573024,132,2,"GATA4  ZFPM2",1,0
"BIOCARTA_ALK_PATHWAY",0.213088441905851,37,1,"GATA4",1,0
"ST_P38_MAPK_PATHWAY",0.213088441905851,37,1,"DUSP1",1,0
"REACTOME_GABA_B_RECEPTOR_ACTIVATION",0.218173428681092,38,1,"GABBR2",1,0
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",0.218173428681092,38,1,"TRIM33",1,0
"PID_P53DOWNSTREAMPATHWAY",0.221245163005186,137,2,"DUSP1  SESN1",1,0
"REACTOME_NGF_SIGNALLING_VIA_TRKA_FROM_THE_PLASMA_MEMBRANE",0.221245163005186,137,2,"ADRBK1  NTRK2",1,0
"REACTOME_PLC_BETA_MEDIATED_EVENTS",0.243113404001025,43,1,"ADRBK1",1,0
"KEGG_LYSINE_DEGRADATION",0.24800584128538,44,1,"WHSC1",1,0
"REACTOME_SIGNALING_BY_FGFR_MUTANTS",0.24800584128538,44,1,"CUX1",1,0
"PID_HNF3BPATHWAY",0.252866897933715,45,1,"FOXF1",1,0
"PID_ILK_PATHWAY",0.252866897933715,45,1,"GIT2",1,0
"PID_RHOA_REG_PATHWAY",0.257696773662432,46,1,"ARHGAP6",1,0
"REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S",0.257696773662432,46,1,"DNAJC3",1,0
"PID_AJDISS_2PATHWAY",0.267263774928945,48,1,"NTRK2",1,0
"PID_HES_HEYPATHWAY",0.267263774928945,48,1,"GATA4",1,0
"REACTOME_PI_METABOLISM",0.267263774928945,48,1,"PIKFYVE",1,0
"REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY",0.272001293625525,49,1,"NR5A2",1,0
"REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC",0.272001293625525,49,1,"OAZ2",1,0
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",0.281385340748848,51,1,"PANK4",1,0
"REACTOME_GABA_RECEPTOR_ACTIVATION",0.286032254932185,52,1,"GABBR2",1,0
"REACTOME_CIRCADIAN_CLOCK",0.290649351338529,53,1,"BHLHE41",1,0
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",0.290649351338529,53,1,"AP1S2",1,0
"REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE",0.295236819813855,54,1,"ADRBK1",1,0
"REACTOME_ION_CHANNEL_TRANSPORT",0.299794849004871,55,1,"ATP11C",1,0
"BIOCARTA_NFAT_PATHWAY",0.304323626366535,56,1,"GATA4",1,0
"REACTOME_CELL_CELL_JUNCTION_ORGANIZATION",0.304323626366535,56,1,"CDH11",1,0
"PID_TXA2PATHWAY",0.308823338169519,57,1,"ADRBK1",1,0
"BIOCARTA_PPARA_PATHWAY",0.313294169507639,58,1,"DUSP1",1,0
"PID_SHP2_PATHWAY",0.313294169507639,58,1,"NTRK2",1,0
"PID_ATF2_PATHWAY",0.317736304305228,59,1,"DUSP1",1,0
"REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING",0.322149925324466,60,1,"AP1S2",1,0
"PID_FCER1PATHWAY",0.330892351309522,62,1,"DUSP1",1,0
"PID_TRKRPATHWAY",0.330892351309522,62,1,"NTRK2",1,0
"PID_MYC_REPRESSPATHWAY",0.335221516054284,63,1,"TMEFF2",1,0
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",0.335221516054284,63,1,"TRIM33",1,0
"REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES",0.337823182453123,186,2,"GABBR2  SLC6A1",1,0
"ST_FAS_SIGNALING_PATHWAY",0.343796639985261,65,1,"AGFG1",1,0
"PID_HIF1_TFPATHWAY",0.348042952171963,66,1,"BHLHE41",1,0
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",0.348042952171963,66,1,"ARIH1",1,0
"KEGG_P53_SIGNALING_PATHWAY",0.360618984265514,69,1,"SESN1",1,0
"REACTOME_SPHINGOLIPID_METABOLISM",0.360618984265514,69,1,"COL4A3BP",1,0
"PID_AP1_PATHWAY",0.364757268898987,70,1,"DUSP1",1,0
"KEGG_ADHERENS_JUNCTION",0.385053392808073,75,1,"WASF3",1,0
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",0.392990486314612,77,1,"MBOAT2",1,0
"REACTOME_CELL_JUNCTION_ORGANIZATION",0.396920829499142,78,1,"CDH11",1,0
"REACTOME_OPIOID_SIGNALLING",0.396920829499142,78,1,"ADRBK1",1,0
"REACTOME_UNFOLDED_PROTEIN_RESPONSE",0.404705918813126,80,1,"DNAJC3",1,0
"REACTOME_SIGNALLING_BY_NGF",0.409235124852691,217,2,"ADRBK1  NTRK2",1,0
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",0.41239128023811,82,1,"MBOAT2",1,0
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",0.445774890714931,91,1,"AP1S2",1,0
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION",0.460001309498979,95,1,"ADRBK1",1,0
"REACTOME_POTASSIUM_CHANNELS",0.470432780594019,98,1,"GABBR2",1,0
"REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR",0.477275759035955,100,1,"ADRBK1",1,0
"REACTOME_SIGNALING_BY_ERBB2",0.480664272959792,101,1,"ADRBK1",1,0
"PID_CXCR4_PATHWAY",0.48403099032188,102,1,"ADRBK1",1,0
"PID_ERBB1_DOWNSTREAM_PATHWAY",0.494001749814962,105,1,"DUSP1",1,0
"REACTOME_SIGNALING_BY_EGFR_IN_CANCER",0.506999283702794,109,1,"ADRBK1",1,0
"REACTOME_SIGNALING_BY_FGFR",0.51652952720098,112,1,"ADRBK1",1,0
"REACTOME_SIGNALING_BY_RHO_GTPASES",0.519665473047273,113,1,"ARHGAP6",1,0
"REACTOME_CELL_CELL_COMMUNICATION",0.541059101073148,120,1,"CDH11",1,0
"KEGG_LYSOSOME",0.544037138093348,121,1,"AP1S2",1,0
"REACTOME_SIGNALING_BY_PDGF",0.546995999665155,122,1,"ADRBK1",1,0
"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY",0.558642130077106,126,1,"NTRK2",1,0
"REACTOME_MEMBRANE_TRAFFICKING",0.567181311833336,129,1,"AP1S2",1,0
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",0.575556537657515,132,1,"AP1S2",1,0
"REACTOME_DIABETES_PATHWAYS",0.578312386592595,133,1,"DNAJC3",1,0
"REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL",0.589159358744315,137,1,"GABBR2",1,0
"KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS",0.591827558045628,138,1,"UBE2Z",1,0
"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS",0.597112481235846,140,1,"TROVE2",1,0
"REACTOME_INTERFERON_SIGNALING",0.644052008901434,159,1,"ARIH1",1,0
"REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION",0.666534098463144,169,1,"DNAJC3",1,0
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",0.69764171625206,184,1,"ADRBK1",1,0
"REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION",0.705439030457829,188,1,"EIF5A2",1,0
"KEGG_CHEMOKINE_SIGNALING_PATHWAY",0.709262532403099,190,1,"ADRBK1",1,0
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",0.718607190795923,195,1,"GABBR2",1,0
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",0.727653754239978,200,1,"OAZ2",1,0
"REACTOME_INFLUENZA_LIFE_CYCLE",0.732942545093921,203,1,"DNAJC3",1,0
"REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK",0.736411660042283,205,1,"ADRBK1",1,0
"REACTOME_HIV_INFECTION",0.739836055514741,207,1,"AP1S2",1,0
"REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION",0.748205132535026,212,1,"UBE2Z",1,0
"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON",0.754707599691186,216,1,"PIKFYVE",1,0
