ID	Gene Name	Species	KEGG_PATHWAY
CNOT6L	CCR4-NOT transcription complex subunit 6 like(CNOT6L)	Homo sapiens	hsa03018:RNA degradation,
CNOT7	CCR4-NOT transcription complex subunit 7(CNOT7)	Homo sapiens	hsa03018:RNA degradation,
CD164	CD164 molecule(CD164)	Homo sapiens	hsa04142:Lysosome,
CKS1B	CDC28 protein kinase regulatory subunit 1B(CKS1B)	Homo sapiens	hsa05200:Pathways in cancer,hsa05222:Small cell lung cancer,
COX17	COX17, cytochrome c oxidase copper chaperone(COX17)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,
CREBBP	CREB binding protein(CREBBP)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04310:Wnt signaling pathway,hsa04330:Notch signaling pathway,hsa04350:TGF-beta signaling pathway,hsa04520:Adherens junction,hsa04630:Jak-STAT signaling pathway,hsa04720:Long-term potentiation,hsa04916:Melanogenesis,hsa04919:Thyroid hormone signaling pathway,hsa04922:Glucagon signaling pathway,hsa05016:Huntington's disease,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05206:MicroRNAs in cancer,hsa05211:Renal cell carcinoma,hsa05215:Prostate cancer,
CWC15	CWC15 spliceosome associated protein homolog(CWC15)	Homo sapiens	hsa03040:Spliceosome,
COASY	Coenzyme A synthase(COASY)	Homo sapiens	hsa00770:Pantothenate and CoA biosynthesis,hsa01100:Metabolic pathways,
DDIT3	DNA damage inducible transcript 3(DDIT3)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04141:Protein processing in endoplasmic reticulum,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05202:Transcriptional misregulation in cancer,
DDIT4	DNA damage inducible transcript 4(DDIT4)	Homo sapiens	hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa05206:MicroRNAs in cancer,
DFFB	DNA fragmentation factor subunit beta(DFFB)	Homo sapiens	hsa04210:Apoptosis,
DNMT3A	DNA methyltransferase 3 alpha(DNMT3A)	Homo sapiens	hsa00270:Cysteine and methionine metabolism,hsa01100:Metabolic pathways,hsa05206:MicroRNAs in cancer,
DNMT3B	DNA methyltransferase 3 beta(DNMT3B)	Homo sapiens	hsa00270:Cysteine and methionine metabolism,hsa01100:Metabolic pathways,hsa05206:MicroRNAs in cancer,
POLK	DNA polymerase kappa(POLK)	Homo sapiens	hsa03460:Fanconi anemia pathway,
DOT1L	DOT1 like histone lysine methyltransferase(DOT1L)	Homo sapiens	hsa00310:Lysine degradation,hsa05202:Transcriptional misregulation in cancer,
DNAJC10	DnaJ heat shock protein family (Hsp40) member C10(DNAJC10)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
EP300	E1A binding protein p300(EP300)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04066:HIF-1 signaling pathway,hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04310:Wnt signaling pathway,hsa04330:Notch signaling pathway,hsa04350:TGF-beta signaling pathway,hsa04520:Adherens junction,hsa04630:Jak-STAT signaling pathway,hsa04720:Long-term potentiation,hsa04916:Melanogenesis,hsa04919:Thyroid hormone signaling pathway,hsa04922:Glucagon signaling pathway,hsa05016:Huntington's disease,hsa05152:Tuberculosis,hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05206:MicroRNAs in cancer,hsa05211:Renal cell carcinoma,hsa05215:Prostate cancer,
E2F1	E2F transcription factor 1(E2F1)	Homo sapiens	hsa04110:Cell cycle,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05206:MicroRNAs in cancer,hsa05212:Pancreatic cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05222:Small cell lung cancer,hsa05223:Non-small cell lung cancer,
E2F2	E2F transcription factor 2(E2F2)	Homo sapiens	hsa04110:Cell cycle,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05206:MicroRNAs in cancer,hsa05212:Pancreatic cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,hsa05222:Small cell lung cancer,hsa05223:Non-small cell lung cancer,
ECSIT	ECSIT signalling integrator(ECSIT)	Homo sapiens	hsa04010:MAPK signaling pathway,
EHD1	EH domain containing 1(EHD1)	Homo sapiens	hsa04144:Endocytosis,
EHD3	EH domain containing 3(EHD3)	Homo sapiens	hsa04144:Endocytosis,
ELK1	ELK1, ETS transcription factor(ELK1)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04014:Ras signaling pathway,hsa04510:Focal adhesion,hsa04910:Insulin signaling pathway,hsa04912:GnRH signaling pathway,hsa04921:Oxytocin signaling pathway,hsa05020:Prion diseases,hsa05140:Leishmaniasis,hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05205:Proteoglycans in cancer,hsa05213:Endometrial cancer,
ELK4	ELK4, ETS transcription factor(ELK4)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa05166:HTLV-I infection,hsa05202:Transcriptional misregulation in cancer,
EDEM3	ER degradation enhancing alpha-mannosidase like protein 3(EDEM3)	Homo sapiens	hsa04141:Protein processing in endoplasmic reticulum,
ERG	ERG, ETS transcription factor(ERG)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
ETHE1	ETHE1, persulfide dioxygenase(ETHE1)	Homo sapiens	hsa00920:Sulfur metabolism,
ETS1	ETS proto-oncogene 1, transcription factor(ETS1)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04320:Dorso-ventral axis formation,hsa05166:HTLV-I infection,
ETS2	ETS proto-oncogene 2, transcription factor(ETS2)	Homo sapiens	hsa04014:Ras signaling pathway,hsa04320:Dorso-ventral axis formation,hsa05166:HTLV-I infection,
ETV1	ETS variant 1(ETV1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
ETV4	ETS variant 4(ETV4)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
ETV7	ETS variant 7(ETV7)	Homo sapiens	hsa04320:Dorso-ventral axis formation,hsa05202:Transcriptional misregulation in cancer,
EYA1	EYA transcriptional coactivator and phosphatase 1(EYA1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
FBXW11	F-box and WD repeat domain containing 11(FBXW11)	Homo sapiens	hsa04114:Oocyte meiosis,hsa04120:Ubiquitin mediated proteolysis,hsa04310:Wnt signaling pathway,hsa04340:Hedgehog signaling pathway,hsa04390:Hippo signaling pathway,hsa04710:Circadian rhythm,hsa05131:Shigellosis,
FBXO25	F-box protein 25(FBXO25)	Homo sapiens	hsa04068:FoxO signaling pathway,
FBXO32	F-box protein 32(FBXO32)	Homo sapiens	hsa04068:FoxO signaling pathway,
FBXO4	F-box protein 4(FBXO4)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
FRMD6	FERM domain containing 6(FRMD6)	Homo sapiens	hsa04390:Hippo signaling pathway,
FKBP4	FK506 binding protein 4(FKBP4)	Homo sapiens	hsa04915:Estrogen signaling pathway,
FKBP5	FK506 binding protein 5(FKBP5)	Homo sapiens	hsa04915:Estrogen signaling pathway,
FXR1	FMR1 autosomal homolog 1(FXR1)	Homo sapiens	hsa03013:RNA transport,
FOSL1	FOS like 1, AP-1 transcription factor subunit(FOSL1)	Homo sapiens	hsa04310:Wnt signaling pathway,hsa04380:Osteoclast differentiation,hsa05166:HTLV-I infection,
FOSL2	FOS like 2, AP-1 transcription factor subunit(FOSL2)	Homo sapiens	hsa04380:Osteoclast differentiation,
FANCA	Fanconi anemia complementation group A(FANCA)	Homo sapiens	hsa03460:Fanconi anemia pathway,
FLI1	Fli-1 proto-oncogene, ETS transcription factor(FLI1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
FOS	Fos proto-oncogene, AP-1 transcription factor subunit(FOS)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04024:cAMP signaling pathway,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04668:TNF signaling pathway,hsa04713:Circadian entrainment,hsa04725:Cholinergic synapse,hsa04728:Dopaminergic synapse,hsa04915:Estrogen signaling pathway,hsa04917:Prolactin signaling pathway,hsa04921:Oxytocin signaling pathway,hsa05031:Amphetamine addiction,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05161:Hepatitis B,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05231:Choline metabolism in cancer,hsa05323:Rheumatoid arthritis,
FOSB	FosB proto-oncogene, AP-1 transcription factor subunit(FOSB)	Homo sapiens	hsa04380:Osteoclast differentiation,hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05034:Alcoholism,
GPS2	G protein pathway suppressor 2(GPS2)	Homo sapiens	hsa05166:HTLV-I infection,
GABARAP	GABA type A receptor-associated protein(GABARAP)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04140:Regulation of autophagy,hsa04727:GABAergic synapse,
GATA4	GATA binding protein 4(GATA4)	Homo sapiens	hsa04022:cGMP-PKG signaling pathway,hsa04919:Thyroid hormone signaling pathway,
GLI1	GLI family zinc finger 1(GLI1)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04340:Hedgehog signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
GLI2	GLI family zinc finger 2(GLI2)	Homo sapiens	hsa04340:Hedgehog signaling pathway,hsa04390:Hippo signaling pathway,hsa05200:Pathways in cancer,hsa05217:Basal cell carcinoma,
GTF2IRD1	GTF2I repeat domain containing 1(GTF2IRD1)	Homo sapiens	hsa03022:Basal transcription factors,hsa04022:cGMP-PKG signaling pathway,hsa05168:Herpes simplex infection,
H2AFY	H2A histone family member Y(H2AFY)	Homo sapiens	hsa05034:Alcoholism,hsa05322:Systemic lupus erythematosus,
HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2(HERC2)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1(HERC1)	Homo sapiens	hsa04120:Ubiquitin mediated proteolysis,
HNF1B	HNF1 homeobox B(HNF1B)	Homo sapiens	hsa04950:Maturity onset diabetes of the young,
ISL1	ISL LIM homeobox 1(ISL1)	Homo sapiens	hsa04550:Signaling pathways regulating pluripotency of stem cells,
JUN	Jun proto-oncogene, AP-1 transcription factor subunit(JUN)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04012:ErbB signaling pathway,hsa04024:cAMP signaling pathway,hsa04310:Wnt signaling pathway,hsa04380:Osteoclast differentiation,hsa04510:Focal adhesion,hsa04620:Toll-like receptor signaling pathway,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04668:TNF signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04912:GnRH signaling pathway,hsa04915:Estrogen signaling pathway,hsa04921:Oxytocin signaling pathway,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05030:Cocaine addiction,hsa05031:Amphetamine addiction,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05132:Salmonella infection,hsa05133:Pertussis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05161:Hepatitis B,hsa05164:Influenza A,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05210:Colorectal cancer,hsa05211:Renal cell carcinoma,hsa05231:Choline metabolism in cancer,hsa05321:Inflammatory bowel disease (IBD),hsa05323:Rheumatoid arthritis,
JUNB	JunB proto-oncogene, AP-1 transcription factor subunit(JUNB)	Homo sapiens	hsa04380:Osteoclast differentiation,hsa04668:TNF signaling pathway,
JUND	JunD proto-oncogene, AP-1 transcription factor subunit(JUND)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa04380:Osteoclast differentiation,
KIAA1033	KIAA1033(KIAA1033)	Homo sapiens	hsa04144:Endocytosis,
KLF2	Kruppel like factor 2(KLF2)	Homo sapiens	hsa04068:FoxO signaling pathway,
KLF4	Kruppel like factor 4(KLF4)	Homo sapiens	hsa04550:Signaling pathways regulating pluripotency of stem cells,
LDB1	LIM domain binding 1(LDB1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
LMO2	LIM domain only 2(LMO2)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
LIMD1	LIM domains containing 1(LIMD1)	Homo sapiens	hsa04390:Hippo signaling pathway,
LYL1	LYL1, basic helix-loop-helix family member(LYL1)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
MPHOSPH6	M-phase phosphoprotein 6(MPHOSPH6)	Homo sapiens	hsa03018:RNA degradation,
MAD2L2	MAD2 mitotic arrest deficient-like 2 (yeast)(MAD2L2)	Homo sapiens	hsa04110:Cell cycle,hsa04114:Oocyte meiosis,hsa04914:Progesterone-mediated oocyte maturation,hsa05100:Bacterial invasion of epithelial cells,hsa05131:Shigellosis,
MAFA	MAF bZIP transcription factor A(MAFA)	Homo sapiens	hsa04930:Type II diabetes mellitus,hsa04950:Maturity onset diabetes of the young,
MAF	MAF bZIP transcription factor(MAF)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,hsa05321:Inflammatory bowel disease (IBD),
MDM2	MDM2 proto-oncogene(MDM2)	Homo sapiens	hsa04068:FoxO signaling pathway,hsa04110:Cell cycle,hsa04115:p53 signaling pathway,hsa04120:Ubiquitin mediated proteolysis,hsa04144:Endocytosis,hsa04151:PI3K-Akt signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05203:Viral carcinogenesis,hsa05205:Proteoglycans in cancer,hsa05206:MicroRNAs in cancer,hsa05214:Glioma,hsa05215:Prostate cancer,hsa05218:Melanoma,hsa05219:Bladder cancer,hsa05220:Chronic myeloid leukemia,
MDM4	MDM4, p53 regulator(MDM4)	Homo sapiens	hsa04115:p53 signaling pathway,hsa05206:MicroRNAs in cancer,
MECOM	MDS1 and EVI1 complex locus(MECOM)	Homo sapiens	hsa04010:MAPK signaling pathway,hsa05200:Pathways in cancer,hsa05220:Chronic myeloid leukemia,
MLLT3	MLLT3, super elongation complex subunit(MLLT3)	Homo sapiens	hsa05202:Transcriptional misregulation in cancer,
MLXIP	MLX interacting protein(MLXIP)	Homo sapiens	hsa04931:Insulin resistance,hsa04932:Non-alcoholic fatty liver disease (NAFLD),
MX1	MX dynamin like GTPase 1(MX1)	Homo sapiens	hsa05162:Measles,hsa05164:Influenza A,
MEIS1	Meis homeobox 1(MEIS1)	Homo sapiens	hsa04550:Signaling pathways regulating pluripotency of stem cells,hsa05202:Transcriptional misregulation in cancer,
NAGK	N-acetylglucosamine kinase(NAGK)	Homo sapiens	hsa00520:Amino sugar and nucleotide sugar metabolism,
NDUFB5	NADH:ubiquinone oxidoreductase subunit B5(NDUFB5)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFB7	NADH:ubiquinone oxidoreductase subunit B7(NDUFB7)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFB9	NADH:ubiquinone oxidoreductase subunit B9(NDUFB9)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NDUFA4L2	NDUFA4, mitochondrial complex associated like 2(NDUFA4L2)	Homo sapiens	hsa00190:Oxidative phosphorylation,hsa01100:Metabolic pathways,hsa04932:Non-alcoholic fatty liver disease (NAFLD),hsa05010:Alzheimer's disease,hsa05012:Parkinson's disease,hsa05016:Huntington's disease,
NAE1	NEDD8 activating enzyme E1 subunit 1(NAE1)	Homo sapiens	hsa05010:Alzheimer's disease,
NFKBIA	NFKB inhibitor alpha(NFKBIA)	Homo sapiens	hsa04024:cAMP signaling pathway,hsa04062:Chemokine signaling pathway,hsa04064:NF-kappa B signaling pathway,hsa04210:Apoptosis,hsa04380:Osteoclast differentiation,hsa04620:Toll-like receptor signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04668:TNF signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa04931:Insulin resistance,hsa05120:Epithelial cell signaling in Helicobacter pylori infection,hsa05131:Shigellosis,hsa05134:Legionellosis,hsa05140:Leishmaniasis,hsa05142:Chagas disease (American trypanosomiasis),hsa05145:Toxoplasmosis,hsa05160:Hepatitis C,hsa05161:Hepatitis B,hsa05162:Measles,hsa05164:Influenza A,hsa05166:HTLV-I infection,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,hsa05200:Pathways in cancer,hsa05203:Viral carcinogenesis,hsa05215:Prostate cancer,hsa05220:Chronic myeloid leukemia,hsa05222:Small cell lung cancer,
NFKBIB	NFKB inhibitor beta(NFKBIB)	Homo sapiens	hsa04062:Chemokine signaling pathway,hsa04621:NOD-like receptor signaling pathway,hsa04622:RIG-I-like receptor signaling pathway,hsa04623:Cytosolic DNA-sensing pathway,hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa05131:Shigellosis,hsa05140:Leishmaniasis,hsa05145:Toxoplasmosis,hsa05162:Measles,hsa05164:Influenza A,hsa05168:Herpes simplex infection,hsa05169:Epstein-Barr virus infection,
NFKBIE	NFKB inhibitor epsilon(NFKBIE)	Homo sapiens	hsa04660:T cell receptor signaling pathway,hsa04662:B cell receptor signaling pathway,hsa04722:Neurotrophin signaling pathway,hsa04920:Adipocytokine signaling pathway,hsa05169:Epstein-Barr virus infection,
NKX2-2	NK2 homeobox 2(NKX2-2)	Homo sapiens	hsa04950:Maturity onset diabetes of the young,
NKX3-1	NK3 homeobox 1(NKX3-1)	Homo sapiens	hsa05200:Pathways in cancer,hsa05215:Prostate cancer,
